"[1535413101140068HC3]시군구별","시군구별","[1535413101140068HD0]표시과목별","표시과목별","[Item]항목","항목","단위","2006.01 월","2007.01 월","2008.01 월","2009.01 월","2010.1/4","2011.1/4","2012.1/4","2013.1/4","2014.1/4","2015.1/4","2016.1/4","2017.1/4","2018.1/4","2019.1/4","2020.1/4","2021.1/4","2022.1/4","2023.1/4","2024.1/4","2025.1/4",
"1535413102140068HC3.250003","서구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","16","18","20","","18","18","18","19","19","18","16","16","17","19","17","17","20","21","21","21",
"1535413102140068HC3.250003","서구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","17","18","18","","17","18","17","16","15","15","14","14","15","15","15","15","15","16","15","16",
"1535413102140068HC3.250003","서구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","5","4","","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5",
"1535413102140068HC3.250003","서구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1",
"1535413102140068HC3.250003","서구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.250003","서구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","12","11","12","","11","10","11","11","11","12","12","12","13","14","14","14","13","14","12","12",
"1535413102140068HC3.250003","서구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","6","","3","4","4","5","5","6","6","7","8","7","7","7","7","7","7","7",
"1535413102140068HC3.250003","서구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.250003","서구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","37","42","49","","52","51","56","57","59","63","66","67","62","64","68","66","65","67","63","66",
"1535413102140068HC3.250003","서구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","30","28","26","","30","32","30","33","39","38","37","36","35","35","36","39","43","42","45","52",
"1535413102140068HC3.250004","동구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","25","25","26","","27","27","27","25","26","24","24","24","26","27","28","29","27","27","27","28",
"1535413102140068HC3.250004","동구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","1","2","2","2","2","2","2","2","2","1","1","1","2","2","2","3",
"1535413102140068HC3.250004","동구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","3","3","","4","5","6","6","6","7","7","7","8","8","8","8","8","8","8","8",
"1535413102140068HC3.250004","동구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","5","4","","4","4","4","4","4","4","4","4","3","3","3","2","2","2","2","2",
"1535413102140068HC3.250004","동구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","13","15","","15","13","12","12","11","11","11","11","11","11","10","11","12","13","13","12",
"1535413102140068HC3.250004","동구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","2","2","2","3","3","4","4","4","4","4","5",
"1535413102140068HC3.250004","동구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","4","","3","3","3","3","4","4","5","7","8","9","9","10","10","8","9","10",
"1535413102140068HC3.250004","동구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","6","6","","4","4","4","4","5","5","5","6","6","7","6","6","6","6","6","6",
"1535413102140068HC3.250004","동구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","7","7","","8","8","7","8","8","8","7","7","6","6","5","4","5","5","5","5",
"1535413102140068HC3.250004","동구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","6","6","6","6","6","6","6","7","7","7","8","8","8","9","9","9",
"1535413102140068HC3.250004","동구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","7","8","","10","10","10","10","11","12","12","13","13","15","15","14","13","13","12","12",
"1535413102140068HC3.250004","동구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.250004","동구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","5","","6","6","7","8","7","7","7","7","7","7","8","8","9","8","8","8",
"1535413102140068HC3.250004","동구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.250004","동구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","4","5","5","5","5","5","6","6","6","6","6","5","5","5",
"1535413102140068HC3.250004","동구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","7","8","","10","10","11","11","11","11","11","11","9","9","9","9","9","9","9","10",
"1535413102140068HC3.250004","동구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.250004","동구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","26","28","22","","21","22","21","19","18","17","18","20","22","20","20","21","25","27","27","26",
"1535413102140068HC3.250004","동구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","19","20","18","","18","17","18","19","20","18","16","15","13","14","13","14","14","16","15","17",
"1535413102140068HC3.250005","중구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","36","34","32","","31","31","30","31","32","33","35","36","37","37","36","36","37","36","37","34",
"1535413102140068HC3.250005","중구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","0","0","","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","3",
"1535413102140068HC3.250005","중구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","19","18","17","","16","16","16","16","16","16","16","16","15","15","15","15","16","16","16","16",
"1535413102140068HC3.250005","중구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","7","7","","6","7","7","7","6","6","6","6","6","6","5","5","4","4","4","4",
"1535413102140068HC3.250005","중구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","17","15","17","","17","17","18","16","16","16","16","16","16","15","14","15","15","15","16","16",
"1535413102140068HC3.250005","중구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","1","1","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"1535413102140068HC3.250005","중구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","2","","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.250005","중구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","4","3","4","4","4","5","6","6","6","6","6","6","6","5","8",
"1535413102140068HC3.250005","중구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","18","17","14","","12","11","10","10","8","7","6","4","4","3","3","3","3","2","2","2",
"1535413102140068HC3.250005","중구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","11","11","","12","10","10","11","11","10","10","9","9","9","8","8","8","8","7","7",
"1535413102140068HC3.250005","중구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","6","","7","7","5","5","5","5","5","5","5","5","5","5","6","6","6","6",
"1535413102140068HC3.250005","중구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","11","11","11","","11","10","10","10","10","10","11","11","12","11","13","13","13","13","14","12",
"1535413102140068HC3.250005","중구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","7","8","","8","8","8","8","7","6","6","6","6","6","6","6","6","6","6","6",
"1535413102140068HC3.250005","중구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","6","7","","8","8","8","8","7","7","7","7","7","7","7","7","7","7","6","6",
"1535413102140068HC3.250005","중구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","2","2","","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.250005","중구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","5","","5","5","6","7","7","7","6","6","6","6","6","7","7","7","7","6",
"1535413102140068HC3.250005","중구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","3","3","","4","3","4","4","5","5","5","5","4","4","4","4","6","5","4","3",
"1535413102140068HC3.250005","중구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.250005","중구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","29","31","31","","30","27","26","29","26","27","26","27","29","30","31","31","28","28","29","29",
"1535413102140068HC3.250005","중구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","20","21","22","","19","16","19","17","17","17","14","14","13","14","14","12","11","11","11","11",
"1535413102140068HC3.26","울산","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","60","63","63","","69","72","74","74","77","79","83","88","89","92","92","92","94","93","93","93",
"1535413102140068HC3.26","울산","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","0","0","","0","0","0","0","0","0","0","0","0","1","1","2","3","3","4","4",
"1535413102140068HC3.26","울산","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","8","","9","9","11","11","12","13","15","14","16","16","16","17","17","19","20","19",
"1535413102140068HC3.26","울산","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","14","13","13","","17","16","15","14","16","16","14","13","13","13","12","13","13","13","15","15",
"1535413102140068HC3.26","울산","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","33","35","36","","38","39","39","38","38","38","37","40","40","43","43","45","46","48","48","49",
"1535413102140068HC3.26","울산","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","12","11","11","","9","8","9","8","9","8","8","8","8","8","8","8","8","10","11","13",
"1535413102140068HC3.26","울산","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","3","4","","4","4","4","4","4","4","3","4","4","4","4","5","5","5","5","5",
"1535413102140068HC3.26","울산","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","12","12","12","","14","14","14","12","9","8","9","12","12","13","12","10","12","11","11","12",
"1535413102140068HC3.26","울산","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","17","17","14","","16","16","14","18","19","22","24","28","27","27","28","29","29","29","30","33",
"1535413102140068HC3.26","울산","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","39","37","36","","39","40","37","34","31","31","32","32","32","32","34","33","31","29","29","29",
"1535413102140068HC3.26","울산","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","47","47","47","","46","47","49","42","40","41","40","37","37","37","34","34","32","32","34","32",
"1535413102140068HC3.26","울산","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","20","20","20","","24","24","24","26","26","26","28","29","31","32","32","32","31","31","31","32",
"1535413102140068HC3.26","울산","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","37","37","36","","38","39","39","39","43","44","44","44","45","48","48","49","49","49","50","51",
"1535413102140068HC3.26","울산","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","13","13","","14","15","16","16","16","17","20","20","21","21","21","20","20","20","20","21",
"1535413102140068HC3.26","울산","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","23","23","24","","25","25","24","23","24","24","25","25","26","27","27","26","26","26","25","24",
"1535413102140068HC3.26","울산","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","6","5","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3",
"1535413102140068HC3.26","울산","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","2","2","","3","3","4","4","5","6","6","6","6","6","6","6","6","6","7","9",
"1535413102140068HC3.26","울산","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","9","10","","10","10","12","12","13","14","17","16","16","16","17","17","17","18","18","18",
"1535413102140068HC3.26","울산","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.26","울산","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","77","77","77","","84","84","87","90","98","107","111","111","109","110","111","109","118","119","123","125",
"1535413102140068HC3.26","울산","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","68","62","62","","62","60","61","58","56","57","61","59","58","59","59","59","60","62","63","66",
"1535413102140068HC3.260001","남구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","30","31","30","","30","30","30","31","33","33","34","36","36","36","36","36","36","36","37","36",
"1535413102140068HC3.260001","남구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","0","0","","0","0","0","0","0","0","0","0","0","1","1","1","1","1","2","2",
"1535413102140068HC3.260001","남구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","5","5","7","7","8","9","10","10","10","10","10","11","12","14","15","14",
"1535413102140068HC3.260001","남구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","6","5","5","","6","6","6","6","8","8","6","6","7","8","8","8","8","8","9","9",
"1535413102140068HC3.260001","남구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","10","11","11","","12","12","12","11","11","12","11","14","14","16","15","15","15","16","15","15",
"1535413102140068HC3.260001","남구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","3","3","","2","2","3","2","3","3","3","3","3","3","3","3","3","4","5","5",
"1535413102140068HC3.260001","남구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","2","3","","3","3","3","3","3","3","2","2","2","3","3","4","4","4","4","4",
"1535413102140068HC3.260001","남구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","9","10","","12","12","12","11","8","7","8","9","9","10","9","8","10","9","9","10",
"1535413102140068HC3.260001","남구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","8","","8","8","7","10","11","12","13","16","14","14","15","16","15","15","15","15",
"1535413102140068HC3.260001","남구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","20","21","21","","23","24","22","20","17","17","17","16","16","16","17","17","16","15","15","15",
"1535413102140068HC3.260001","남구","1535413102140068HD0.B","소아청소년과","1635413103140068AAA[14STD03220]","의원현황[개]","개","15","15","14","","14","13","13","10","9","10","10","10","10","10","10","10","10","10","12","10",
"1535413102140068HC3.260001","남구","1535413102140068HD0.C","안과","1635413103140068AAA[14STD03220]","의원현황[개]","개","8","8","8","","10","10","10","11","10","10","12","13","14","14","14","14","14","14","14","15",
"1535413102140068HC3.260001","남구","1535413102140068HD0.D","이비인후과","1635413103140068AAA[14STD03220]","의원현황[개]","개","15","15","14","","14","14","14","14","15","15","15","15","15","17","17","17","17","17","18","19",
"1535413102140068HC3.260001","남구","1535413102140068HD0.E","피부과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","9","9","","10","9","10","8","8","9","11","11","12","12","12","12","12","12","12","14",
"1535413102140068HC3.260001","남구","1535413102140068HD0.F","비뇨의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","13","12","13","","14","15","15","14","15","15","15","15","15","16","16","15","15","15","14","13",
"1535413102140068HC3.260001","남구","1535413102140068HD0.G","영상의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","5","5","4","","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2",
"1535413102140068HC3.260001","남구","1535413102140068HD0.H","방사선종양학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.I","병리과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.J","진단검사의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.K","결핵과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.L","재활의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","2","2","","2","2","3","2","2","3","3","3","3","3","3","3","2","3","5","6",
"1535413102140068HC3.260001","남구","1535413102140068HD0.M","핵의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.N","가정의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","2","1","1","","2","2","2","2","2","3","3","2","2","2","2","2","2","2","2","2",
"1535413102140068HC3.260001","남구","1535413102140068HD0.O","응급의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","","","","","","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.P","직업환경의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","","","","","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.Q","예방의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","","","","","","","","0","0","0","0","0","0","","0","0","0","0","0","0",
"1535413102140068HC3.260001","남구","1535413102140068HD0.R","전문과목미표시전문의","1635413103140068AAA[14STD03220]","의원현황[개]","개","28","27","27","","32","32","34","37","44","48","54","54","52","51","51","49","50","49","52","53",
"1535413102140068HC3.260001","남구","1535413102140068HD0.S","일반의","1635413103140068AAA[14STD03220]","의원현황[개]","개","28","28","29","","27","25","26","26","28","30","31","28","27","26","25","27","28","29","30","34",
"1535413102140068HC3.260002","동구","1535413102140068HD0.1","내과","1635413103140068AAA[14STD03220]","의원현황[개]","개","9","9","9","","9","10","9","10","10","13","14","15","15","15","15","14","15","15","15","14",
"1535413102140068HC3.260002","동구","1535413102140068HD0.2","신경과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260002","동구","1535413102140068HD0.3","정신건강의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"1535413102140068HC3.260002","동구","1535413102140068HD0.4","외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","3","3","3","","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2",
"1535413102140068HC3.260002","동구","1535413102140068HD0.5","정형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","11","10","11","","11","11","11","10","10","10","10","10","10","10","10","10","10","10","10","10",
"1535413102140068HC3.260002","동구","1535413102140068HD0.6","신경외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","4","","4","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4",
"1535413102140068HC3.260002","동구","1535413102140068HD0.7","심장혈관흉부외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260002","동구","1535413102140068HD0.8","성형외과","1635413103140068AAA[14STD03220]","의원현황[개]","개","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1535413102140068HC3.260002","동구","1535413102140068HD0.9","마취통증의학과","1635413103140068AAA[14STD03220]","의원현황[개]","개","4","4","3","","3","3","3","4","4","4","5","5","5","5","5","5","5","5","5","6",
"1535413102140068HC3.260002","동구","1535413102140068HD0.A","산부인과","1635413103140068AAA[14STD03220]","의원현황[개]","개","7","6","5","","5","5","5","5","5","5","5","5","5","5","5","4","4","3","3","3",
