"region_sido","region_sigungu","doctor_level","treated","shock_year","n_obs","population_median","outcome_mean","pre_mean","post_mean","pre_beta","post_beta","delta_beta","pre_beta_pop_ctrl","post_beta_pop_ctrl","delta_beta_pop_ctrl","control_beta","control_beta_pop_ctrl"
"강원","양구군","일반의",FALSE,NA,18,22281.5,6,NA,NA,NA,NA,NA,NA,NA,NA,0.28482972136223,0.249888777563082
"강원","양구군","전문의",FALSE,NA,18,22281.5,16.7777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.00206398348813272,0.152572707351128
"강원","양양군","total",FALSE,NA,18,27718,12.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,-0.146542827657374,-0.155648239530168
"강원","양양군","일반의",FALSE,NA,18,27718,7.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,-0.201238390092878,-0.140039063132054
"강원","양양군","전문의",FALSE,NA,18,27718,5.27777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.0546955624355047,-0.0156091763981488
"강원","영월군","total",TRUE,2021,18,40070,42.1111111111111,43,39.8,-0.379120879120894,-0.399999999999997,-0.0208791208791034,-0.443638753634836,-2.26154569672845,-1.81790694309361,NA,NA
"강원","영월군","인턴",TRUE,2021,18,40070,0.222222222222222,0.0769230769230769,0.6,0.0329670329670331,-0.300000000000018,-0.332967032967051,-0.0225221466405921,0.164557810418003,0.187079957058595,NA,NA
"강원","영월군","일반의",TRUE,2021,18,40070,7.77777777777778,8.07692307692308,7,-0.0329670329670312,-1.90000000000006,-1.86703296703303,-0.224094699529143,-2.49372561222653,-2.26963091269739,NA,NA
"강원","영월군","전문의",TRUE,2021,18,40070,34.1111111111111,34.8461538461538,32.2,-0.379120879120886,1.79999999999977,2.17912087912066,-0.197021907465132,0.0676221050820257,0.264644012547158,NA,NA
"강원","원주시","total",TRUE,2018,18,339658,721.944444444444,668.5,788.75,16.0181818181818,1.00000000000175,-15.0181818181801,18.6855046918355,-29.4117191399367,-48.0972238317722,NA,NA
"강원","원주시","레지던트",TRUE,2018,18,339658,118.333333333333,137.6,94.25,-2.48484848484852,-9.64285714285646,-7.15800865800794,2.46146416187351,-31.1150793936275,-33.576543555501,NA,NA
"강원","원주시","인턴",TRUE,2018,18,339658,39.4444444444444,37.4,42,1.60000000000002,-6.59523809523835,-8.19523809523838,4.76964283946408,-10.3556250009819,-15.125267840446,NA,NA
