region_sido,region_sigungu,year,population
충북,보은군,2014,34240
충북,보은군,2015,34296
충북,보은군,2016,34221
충북,보은군,2017,34053
충북,보은군,2018,33680
충북,보은군,2019,32949
충북,보은군,2020,32412
충북,보은군,2021,31878
충북,보은군,2022,31455
충북,보은군,2023,31010
충북,보은군,2024,30527
충북,보은군,2025,30529
충북,영동군,2007,50131
충북,영동군,2008,50276
충북,영동군,2009,50426
충북,영동군,2010,50523
충북,영동군,2011,50621
충북,영동군,2012,50663
충북,영동군,2013,50539
충북,영동군,2014,50803
충북,영동군,2015,50693
충북,영동군,2016,50552
충북,영동군,2017,50240
충북,영동군,2018,49715
충북,영동군,2019,48738
충북,영동군,2020,47475
충북,영동군,2021,45773
충북,영동군,2022,44956
충북,영동군,2023,44195
충북,영동군,2024,43551
충북,영동군,2025,43032
충북,옥천군,2007,54608
충북,옥천군,2008,54475
충북,옥천군,2009,54117
충북,옥천군,2010,54025
충북,옥천군,2011,53496
충북,옥천군,2012,53244
충북,옥천군,2013,52763
충북,옥천군,2014,52469
충북,옥천군,2015,52404
충북,옥천군,2016,52267
충북,옥천군,2017,51766
충북,옥천군,2018,51465
충북,옥천군,2019,51023
충북,옥천군,2020,50527
충북,옥천군,2021,50093
충북,옥천군,2022,49520
충북,옥천군,2023,48891
충북,옥천군,2024,48204
충북,옥천군,2025,49601
충북,음성군,2007,88355
충북,음성군,2008,89542
충북,음성군,2009,89716
충북,음성군,2010,91093
충북,음성군,2011,91644
충북,음성군,2012,92980
충북,음성군,2013,93505
충북,음성군,2014,95324
충북,음성군,2015,96396
충북,음성군,2016,97787
충북,음성군,2017,97306
충북,음성군,2018,95830
충북,음성군,2019,94982
충북,음성군,2020,93153
충북,음성군,2021,92197
충북,음성군,2022,92058
충북,음성군,2023,91183
충북,음성군,2024,91236
충북,음성군,2025,94280
충북,제천시,2007,136218
충북,제천시,2008,135738
충북,제천시,2009,135580
충북,제천시,2010,137264
충북,제천시,2011,137689
충북,제천시,2012,137521
충북,제천시,2013,137204
충북,제천시,2014,136805
충북,제천시,2015,136138
충북,제천시,2016,136517
충북,제천시,2017,136432
충북,제천시,2018,135386
충북,제천시,2019,134617
충북,제천시,2020,133018
충북,제천시,2021,131591
충북,제천시,2022,130988
충북,제천시,2023,130194
충북,제천시,2024,128569
충북,제천시,2025,128003
충북,증평군,2007,31145
충북,증평군,2008,32179
충북,증평군,2009,33164
충북,증평군,2010,33533
충북,증평군,2011,34009
충북,증평군,2012,34279
충북,증평군,2013,34546
충북,증평군,2014,34771
충북,증평군,2015,36671
충북,증평군,2016,37308
충북,증평군,2017,37783
충북,증평군,2018,37317
충북,증평군,2019,37392
충북,증평군,2020,36807
충북,증평군,2021,36426
충북,증평군,2022,37262
충북,증평군,2023,37484
충북,증평군,2024,37171
충북,증평군,2025,36680
충북,진천군,2007,60154
충북,진천군,2008,60715
충북,진천군,2009,61456
충북,진천군,2010,62094
충북,진천군,2011,63051
충북,진천군,2012,63458
충북,진천군,2013,64606
충북,진천군,2014,65174
충북,진천군,2015,67981
충북,진천군,2016,69950
충북,진천군,2017,73677
충북,진천군,2018,78218
충북,진천군,2019,81084
충북,진천군,2020,83718
충북,진천군,2021,85176
충북,진천군,2022,86147
충북,진천군,2023,86254
충북,진천군,2024,86537
충북,진천군,2025,86580
충북,충주시,2007,205064
충북,충주시,2008,206372
충북,충주시,2009,206613
충북,충주시,2010,208481
충북,충주시,2011,208433
충북,충주시,2012,208447
충북,충주시,2013,208115
충북,충주시,2014,208527
충북,충주시,2015,207913
충북,충주시,2016,208350
충북,충주시,2017,208316
충북,충주시,2018,210504
충북,충주시,2019,210737
충북,충주시,2020,210186
충북,충주시,2021,209358
충북,충주시,2022,208277
충북,충주시,2023,207778
충북,충주시,2024,207241
충북,충주시,2025,206540
