region_sido,region_sigungu,year,population
대전,중구,2009,264035
대전,중구,2010,265846
대전,중구,2011,265502
대전,중구,2012,264125
대전,중구,2013,264913
대전,중구,2014,261165
대전,중구,2015,256186
대전,중구,2016,252490
대전,중구,2017,248933
대전,중구,2018,244421
대전,중구,2019,240473
대전,중구,2020,235550
대전,중구,2021,230341
대전,중구,2022,227108
대전,중구,2023,223256
대전,중구,2024,225008
대전,중구,2025,225645
부산,강서구,2007,51819
부산,강서구,2008,52156
부산,강서구,2009,60372
부산,강서구,2010,62594
부산,강서구,2011,64733
부산,강서구,2012,65806
부산,강서구,2013,69873
부산,강서구,2014,79619
부산,강서구,2015,94608
부산,강서구,2016,108909
부산,강서구,2017,117382
부산,강서구,2018,122957
부산,강서구,2019,129566
부산,강서구,2020,137957
부산,강서구,2021,142918
부산,강서구,2022,143207
부산,강서구,2023,142396
부산,강서구,2024,142789
부산,강서구,2025,150299
부산,금정구,2007,258934
부산,금정구,2008,256398
부산,금정구,2009,252039
부산,금정구,2010,255419
부산,금정구,2011,254720
부산,금정구,2012,255692
부산,금정구,2013,253526
부산,금정구,2014,249856
부산,금정구,2015,246026
부산,금정구,2016,244624
부산,금정구,2017,244469
부산,금정구,2018,242956
부산,금정구,2019,239062
부산,금정구,2020,232666
부산,금정구,2021,228049
부산,금정구,2022,221256
부산,금정구,2023,215590
부산,금정구,2024,209932
부산,금정구,2025,206588
부산,기장군,2007,79565
부산,기장군,2008,81159
부산,기장군,2009,89384
부산,기장군,2010,102557
부산,기장군,2011,108095
부산,기장군,2012,114566
부산,기장군,2013,132507
부산,기장군,2014,144748
부산,기장군,2015,153093
부산,기장군,2016,158527
부산,기장군,2017,161651
부산,기장군,2018,164864
부산,기장군,2019,164716
부산,기장군,2020,174545
부산,기장군,2021,177125
부산,기장군,2022,178614
부산,기장군,2023,178729
부산,기장군,2024,175626
부산,기장군,2025,174898
부산,남구,2007,296666
부산,남구,2008,298314
부산,남구,2009,297963
부산,남구,2010,298458
부산,남구,2011,295121
부산,남구,2012,291175
부산,남구,2013,291770
부산,남구,2014,286989
부산,남구,2015,283101
부산,남구,2016,278779
부산,남구,2017,273854
부산,남구,2018,279917
부산,남구,2019,274480
부산,남구,2020,267731
부산,남구,2021,262069
부산,남구,2022,256333
부산,남구,2023,254185
부산,남구,2024,254498
부산,남구,2025,250668
부산,동구,2007,104881
부산,동구,2008,102764
부산,동구,2009,101153
부산,동구,2010,101514
부산,동구,2011,100420
부산,동구,2012,98529
부산,동구,2013,96011
부산,동구,2014,94565
부산,동구,2015,92069
부산,동구,2016,89826
부산,동구,2017,88868
부산,동구,2018,86912
부산,동구,2019,88165
부산,동구,2020,88901
부산,동구,2021,87679
부산,동구,2022,86462
부산,동구,2023,87792
부산,동구,2024,85911
부산,동구,2025,83851
부산,동래구,2007,284901
부산,동래구,2008,282673
부산,동래구,2009,281644
부산,동래구,2010,282779
부산,동래구,2011,283742
부산,동래구,2012,278767
부산,동래구,2013,276689
부산,동래구,2014,275971
부산,동래구,2015,272837
부산,동래구,2016,272745
부산,동래구,2017,270727
부산,동래구,2018,266515
부산,동래구,2019,271247
부산,동래구,2020,270745
부산,동래구,2021,266866
부산,동래구,2022,273226
부산,동래구,2023,270815
부산,동래구,2024,274370
부산,동래구,2025,273277
부산,부산진구,2007,402359
부산,부산진구,2008,400516
부산,부산진구,2009,395689
부산,부산진구,2010,395826
부산,부산진구,2011,395044
부산,부산진구,2012,392731
부산,부산진구,2013,389765
부산,부산진구,2014,387378
부산,부산진구,2015,381572
부산,부산진구,2016,376526
부산,부산진구,2017,371703
부산,부산진구,2018,362357
부산,부산진구,2019,357880
부산,부산진구,2020,359886
부산,부산진구,2021,353159
부산,부산진구,2022,355917
부산,부산진구,2023,359508
부산,부산진구,2024,359281
부산,부산진구,2025,365378
부산,북구,2007,325302
부산,북구,2008,318859
부산,북구,2009,314227
부산,북구,2010,312218
부산,북구,2011,307988
부산,북구,2012,312937
부산,북구,2013,309719
부산,북구,2014,306974
부산,북구,2015,310484
부산,북구,2016,310202
부산,북구,2017,302924
부산,북구,2018,296952
부산,북구,2019,291132
부산,북구,2020,283952
부산,북구,2021,283211
부산,북구,2022,278857
부산,북구,2023,273596
부산,북구,2024,267692
부산,북구,2025,262862
부산,사상구,2007,265512
부산,사상구,2008,260897
부산,사상구,2009,255274
부산,사상구,2010,257843
부산,사상구,2011,254413
부산,사상구,2012,250424
부산,사상구,2013,246797
부산,사상구,2014,242953
부산,사상구,2015,237711
부산,사상구,2016,232800
부산,사상구,2017,229219
부산,사상구,2018,223361
부산,사상구,2019,218094
부산,사상구,2020,212586
부산,사상구,2021,208298
부산,사상구,2022,203789
부산,사상구,2023,202932
부산,사상구,2024,198635
부산,사상구,2025,194124
부산,사하구,2007,364693
부산,사하구,2008,365368
부산,사하구,2009,359800
부산,사하구,2010,358730
부산,사하구,2011,355443
부산,사하구,2012,352726
부산,사하구,2013,349110
부산,사하구,2014,343371
부산,사하구,2015,337781
부산,사하구,2016,334603
부산,사하구,2017,333301
부산,사하구,2018,327791
부산,사하구,2019,321004
부산,사하구,2020,311757
부산,사하구,2021,306003
부산,사하구,2022,301987
부산,사하구,2023,297831
부산,사하구,2024,292491
부산,사하구,2025,286222
부산,서구,2007,132803
부산,서구,2008,129385
부산,서구,2009,125785
부산,서구,2010,126040
부산,서구,2011,123718
부산,서구,2012,120828
부산,서구,2013,118783
부산,서구,2014,118115
부산,서구,2015,115963
부산,서구,2016,112973
부산,서구,2017,110039
부산,서구,2018,110534
부산,서구,2019,108229
부산,서구,2020,108135
부산,서구,2021,105164
부산,서구,2022,105192
부산,서구,2023,104089
부산,서구,2024,103188
부산,서구,2025,101892
부산,수영구,2007,178253
부산,수영구,2008,177140
부산,수영구,2009,177292
부산,수영구,2010,178267
부산,수영구,2011,176691
부산,수영구,2012,176666
부산,수영구,2013,175098
부산,수영구,2014,178480
부산,수영구,2015,179795
부산,수영구,2016,179324
부산,수영구,2017,179996
부산,수영구,2018,176246
부산,수영구,2019,176148
부산,수영구,2020,176894
부산,수영구,2021,175095
부산,수영구,2022,174806
부산,수영구,2023,174518
부산,수영구,2024,171918
부산,수영구,2025,169112
부산,연제구,2007,212658
부산,연제구,2008,212810
부산,연제구,2009,210390
부산,연제구,2010,212696
부산,연제구,2011,213326
부산,연제구,2012,211536
부산,연제구,2013,209290
부산,연제구,2014,208012
부산,연제구,2015,210718
부산,연제구,2016,207268
부산,연제구,2017,206742
부산,연제구,2018,207840
부산,연제구,2019,209395
부산,연제구,2020,209157
부산,연제구,2021,207144
부산,연제구,2022,203536
부산,연제구,2023,205766
부산,연제구,2024,212589
부산,연제구,2025,211727
부산,영도구,2007,155273
부산,영도구,2008,152118
부산,영도구,2009,148139
부산,영도구,2010,146798
부산,영도구,2011,143205
부산,영도구,2012,139765
부산,영도구,2013,135816
부산,영도구,2014,132102
부산,영도구,2015,129385
부산,영도구,2016,126362
부산,영도구,2017,123521
부산,영도구,2018,120109
부산,영도구,2019,116711
부산,영도구,2020,113342
부산,영도구,2021,110638
부산,영도구,2022,108156
부산,영도구,2023,106548
부산,영도구,2024,103737
부산,영도구,2025,101580
부산,중구,2007,50004
부산,중구,2008,49565
부산,중구,2009,48905
부산,중구,2010,49442
부산,중구,2011,48686
부산,중구,2012,48148
부산,중구,2013,47345
부산,중구,2014,46737
부산,중구,2015,45816
부산,중구,2016,45208
부산,중구,2017,44218
부산,중구,2018,42795
부산,중구,2019,41910
부산,중구,2020,41523
부산,중구,2021,40524
부산,중구,2022,39689
부산,중구,2023,38619
부산,중구,2024,37537
부산,중구,2025,36518
부산,해운대구,2007,423816
부산,해운대구,2008,424455
부산,해운대구,2009,424974
부산,해운대구,2010,426729
부산,해운대구,2011,425618
부산,해운대구,2012,428188
부산,해운대구,2013,425536
부산,해운대구,2014,423531
부산,해운대구,2015,422818
부산,해운대구,2016,419853
부산,해운대구,2017,412039
부산,해운대구,2018,409347
부산,해운대구,2019,406102
부산,해운대구,2020,402169
부산,해운대구,2021,396438
부산,해운대구,2022,386785
부산,해운대구,2023,380448
부산,해운대구,2024,376404
부산,해운대구,2025,372604
서울,강남구,2007,560958
서울,강남구,2008,557832
서울,강남구,2009,562138
서울,강남구,2010,570095
서울,강남구,2011,565710
서울,강남구,2012,564197
서울,강남구,2013,563599
서울,강남구,2014,578114
서울,강남구,2015,576495
서울,강남구,2016,567115
서울,강남구,2017,556164
서울,강남구,2018,542364
서울,강남구,2019,545169
서울,강남구,2020,539231
서울,강남구,2021,533042
서울,강남구,2022,529102
서울,강남구,2023,544873
서울,강남구,2024,557345
서울,강남구,2025,556330
서울,강동구,2007,464546
서울,강동구,2008,469024
서울,강동구,2009,484745
서울,강동구,2010,491871
서울,강동구,2011,495138
서울,강동구,2012,487905
서울,강동구,2013,483379
서울,강동구,2014,476597
서울,강동구,2015,458658
서울,강동구,2016,444168
서울,강동구,2017,436223
서울,강동구,2018,427573
서울,강동구,2019,436067
서울,강동구,2020,459970
서울,강동구,2021,462664
서울,강동구,2022,460067
서울,강동구,2023,459167
서울,강동구,2024,476942
서울,강동구,2025,499127
서울,강북구,2007,345478
서울,강북구,2008,342274
서울,강북구,2009,340367
서울,강북구,2010,346520
서울,강북구,2011,345054
서울,강북구,2012,343157
서울,강북구,2013,338707
서울,강북구,2014,335025
서울,강북구,2015,330873
서울,강북구,2016,327195
서울,강북구,2017,324479
서울,강북구,2018,319164
서울,강북구,2019,313954
서울,강북구,2020,308055
서울,강북구,2021,299182
서울,강북구,2022,293660
서울,강북구,2023,288113
서울,강북구,2024,283597
서울,강북구,2025,278928
서울,강서구,2007,560424
서울,강서구,2008,576848
서울,강서구,2009,572836
서울,강서구,2010,574127
서울,강서구,2011,569072
서울,강서구,2012,567431
서울,강서구,2013,569070
서울,강서구,2014,585160
서울,강서구,2015,589074
서울,강서구,2016,595485
서울,강서구,2017,601691
서울,강서구,2018,596949
서울,강서구,2019,591796
서울,강서구,2020,580185
서울,강서구,2021,574315
서울,강서구,2022,569166
서울,강서구,2023,563058
서울,강서구,2024,556171
서울,강서구,2025,549711
서울,관악구,2007,535571
서울,관악구,2008,534556
서울,관악구,2009,529869
서울,관악구,2010,531434
서울,관악구,2011,526397
서울,관악구,2012,523029
서울,관악구,2013,518028
서울,관악구,2014,513186
서울,관악구,2015,509663
서울,관악구,2016,506851
서울,관악구,2017,503297
서울,관악구,2018,501957
서울,관악구,2019,500094
서울,관악구,2020,495060
서울,관악구,2021,485699
서울,관악구,2022,486752
서울,관악구,2023,481956
서울,관악구,2024,477812
서울,관악구,2025,477605
서울,광진구,2007,376572
서울,광진구,2008,375482
서울,광진구,2009,373998
서울,광진구,2010,375463
서울,광진구,2011,371936
서울,광진구,2012,371313
서울,광진구,2013,368927
서울,광진구,2014,363354
서울,광진구,2015,360369
서울,광진구,2016,357215
서울,광진구,2017,357703
서울,광진구,2018,355559
서울,광진구,2019,351350
서울,광진구,2020,346682
서울,광진구,2021,339996
서울,광진구,2022,337416
서울,광진구,2023,335554
서울,광진구,2024,331963
서울,광진구,2025,331167
서울,구로구,2007,420542
서울,구로구,2008,420795
서울,구로구,2009,421967
서울,구로구,2010,423736
서울,구로구,2011,427468
서울,구로구,2012,427520
서울,구로구,2013,424964
서울,구로구,2014,425831
서울,구로구,2015,422092
서울,구로구,2016,417551
서울,구로구,2017,410742
서울,구로구,2018,404497
서울,구로구,2019,406664
서울,구로구,2020,404408
서울,구로구,2021,396754
서울,구로구,2022,395315
서울,구로구,2023,392405
서울,구로구,2024,388169
서울,구로구,2025,383829
서울,금천구,2007,249108
서울,금천구,2008,247320
서울,금천구,2009,244835
서울,금천구,2010,245195
서울,금천구,2011,243438
서울,금천구,2012,243288
서울,금천구,2013,241020
서울,금천구,2014,238463
서울,금천구,2015,236284
서울,금천구,2016,235386
서울,금천구,2017,235154
서울,금천구,2018,233917
서울,금천구,2019,232810
서울,금천구,2020,231733
서울,금천구,2021,230811
서울,금천구,2022,229642
서울,금천구,2023,227481
서울,금천구,2024,225159
서울,금천구,2025,223290
서울,노원구,2007,616753
서울,노원구,2008,615981
서울,노원구,2009,610616
서울,노원구,2010,611230
서울,노원구,2011,603930
서울,노원구,2012,597189
서울,노원구,2013,590479
서울,노원구,2014,582552
서울,노원구,2015,574583
서울,노원구,2016,567581
서울,노원구,2017,554403
서울,노원구,2018,543752
서울,노원구,2019,532905
서울,노원구,2020,523037
서울,노원구,2021,510956
서울,노원구,2022,503734
서울,노원구,2023,498213
서울,노원구,2024,491247
서울,노원구,2025,483541
서울,도봉구,2007,375975
서울,도봉구,2008,373936
서울,도봉구,2009,369733
서울,도봉구,2010,368298
서울,도봉구,2011,365573
서울,도봉구,2012,362270
서울,도봉구,2013,358582
서울,도봉구,2014,353709
서울,도봉구,2015,351242
서울,도봉구,2016,348220
서울,도봉구,2017,344166
서울,도봉구,2018,339413
서울,도봉구,2019,333362
서울,도봉구,2020,325257
서울,도봉구,2021,317366
서울,도봉구,2022,311694
서울,도봉구,2023,306948
서울,도봉구,2024,303228
서울,도봉구,2025,299899
서울,동대문구,2007,376421
서울,동대문구,2008,370250
서울,동대문구,2009,362146
서울,동대문구,2010,366786
서울,동대문구,2011,365486
서울,동대문구,2012,363258
서울,동대문구,2013,364273
서울,동대문구,2014,363687
서울,동대문구,2015,360153
서울,동대문구,2016,355069
서울,동대문구,2017,350647
서울,동대문구,2018,348052
서울,동대문구,2019,346194
서울,동대문구,2020,342837
서울,동대문구,2021,337400
서울,동대문구,2022,336644
서울,동대문구,2023,341149
서울,동대문구,2024,338735
서울,동대문구,2025,346241
서울,동작구,2007,405967
서울,동작구,2008,400866
서울,동작구,2009,397920
서울,동작구,2010,402709
서울,동작구,2011,401408
서울,동작구,2012,405491
서울,동작구,2013,410815
서울,동작구,2014,407470
서울,동작구,2015,400641
서울,동작구,2016,400997
서울,동작구,2017,396217
서울,동작구,2018,396203
서울,동작구,2019,395963
서울,동작구,2020,391220
서울,동작구,2021,385483
서울,동작구,2022,380596
서울,동작구,2023,378769
서울,동작구,2024,375799
서울,동작구,2025,371924
서울,마포구,2007,392650
서울,마포구,2008,385119
서울,마포구,2009,384013
서울,마포구,2010,391865
서울,마포구,2011,389493
서울,마포구,2012,384644
서울,마포구,2013,381856
서울,마포구,2014,385439
서울,마포구,2015,387643
서울,마포구,2016,379892
서울,마포구,2017,374915
서울,마포구,2018,375077
서울,마포구,2019,374035
서울,마포구,2020,371890
서울,마포구,2021,368905
서울,마포구,2022,364638
서울,마포구,2023,363697
서울,마포구,2024,361417
서울,마포구,2025,357616
서울,서대문구,2007,348575
서울,서대문구,2008,331688
서울,서대문구,2009,327451
서울,서대문구,2010,324541
서울,서대문구,2011,314852
서울,서대문구,2012,315113
서울,서대문구,2013,314110
서울,서대문구,2014,310376
서울,서대문구,2015,312141
서울,서대문구,2016,314194
서울,서대문구,2017,312800
서울,서대문구,2018,310313
서울,서대문구,2019,309397
서울,서대문구,2020,312173
서울,서대문구,2021,304819
서울,서대문구,2022,306337
서울,서대문구,2023,306231
서울,서대문구,2024,302853
서울,서대문구,2025,300147
서울,서초구,2007,405969
서울,서초구,2008,406320
서울,서초구,2009,425481
서울,서초구,2010,434720
서울,서초구,2011,433564
서울,서초구,2012,435044
서울,서초구,2013,441763
서울,서초구,2014,449678
서울,서초구,2015,446764
서울,서초구,2016,447192
서울,서초구,2017,441102
서울,서초구,2018,433951
서울,서초구,2019,430826
서울,서초구,2020,425126
서울,서초구,2021,412279
서울,서초구,2022,404325
서울,서초구,2023,407664
서울,서초구,2024,408376
서울,서초구,2025,414428
서울,성동구,2007,333535
서울,성동구,2008,314212
서울,성동구,2009,308058
서울,성동구,2010,309093
서울,성동구,2011,300711
서울,성동구,2012,299604
서울,성동구,2013,299337
서울,성동구,2014,296086
서울,성동구,2015,297003
서울,성동구,2016,299259
서울,성동구,2017,304808
서울,성동구,2018,308221
서울,성동구,2019,300889
서울,성동구,2020,293556
서울,성동구,2021,285990
서울,성동구,2022,281000
서울,성동구,2023,277361
서울,성동구,2024,273669
서울,성동구,2025,274606
서울,성북구,2007,469973
서울,성북구,2008,473357
서울,성북구,2009,476028
서울,성북구,2010,488932
서울,성북구,2011,485171
서울,성북구,2012,481857
서울,성북구,2013,476589
서울,성북구,2014,466706
서울,성북구,2015,459275
서울,성북구,2016,450355
서울,성북구,2017,444055
서울,성북구,2018,435868
서울,성북구,2019,442650
서울,성북구,2020,437153
서울,성북구,2021,430528
서울,성북구,2022,430397
서울,성북구,2023,425602
서울,성북구,2024,421560
서울,성북구,2025,422559
서울,송파구,2007,623876
서울,송파구,2008,668962
서울,송파구,2009,681476
서울,송파구,2010,685279
서울,송파구,2011,682209
서울,송파구,2012,673115
서울,송파구,2013,668415
서울,송파구,2014,664738
서울,송파구,2015,660302
서울,송파구,2016,657831
서울,송파구,2017,664496
서울,송파구,2018,666635
서울,송파구,2019,675961
서울,송파구,2020,667960
서울,송파구,2021,658338
서울,송파구,2022,658801
서울,송파구,2023,654166
서울,송파구,2024,650110
서울,송파구,2025,643350
서울,양천구,2007,503650
서울,양천구,2008,502343
서울,양천구,2009,501395
서울,양천구,2010,500001
서울,양천구,2011,500210
서울,양천구,2012,495911
서울,양천구,2013,492528
서울,양천구,2014,486221
서울,양천구,2015,484532
서울,양천구,2016,477739
서울,양천구,2017,471154
서울,양천구,2018,464185
서울,양천구,2019,458165
서울,양천구,2020,454251
서울,양천구,2021,447302
서울,양천구,2022,440881
서울,양천구,2023,436028
서울,양천구,2024,430976
서울,양천구,2025,425088
서울,영등포구,2007,408178
서울,영등포구,2008,408099
서울,영등포구,2009,405798
서울,영등포구,2010,406833
서울,영등포구,2011,397443
서울,영등포구,2012,391408
서울,영등포구,2013,386471
서울,영등포구,2014,382352
서울,영등포구,2015,378504
서울,영등포구,2016,370613
서울,영등포구,2017,368550
서울,영등포구,2018,367778
서울,영등포구,2019,367678
서울,영등포구,2020,379480
서울,영등포구,2021,376837
서울,영등포구,2022,375675
서울,영등포구,2023,374794
서울,영등포구,2024,373773
서울,영등포구,2025,371362
서울,용산구,2007,235832
서울,용산구,2008,238224
서울,용산구,2009,238708
서울,용산구,2010,244853
서울,용산구,2011,246501
서울,용산구,2012,243232
서울,용산구,2013,239740
서울,용산구,2014,235951
서울,용산구,2015,233342
서울,용산구,2016,230241
서울,용산구,2017,229161
서울,용산구,2018,228999
서울,용산구,2019,228670
서울,용산구,2020,230040
서울,용산구,2021,222953
서울,용산구,2022,218650
서울,용산구,2023,213151
서울,용산구,2024,203854
서울,용산구,2025,201894
서울,은평구,2007,459196
서울,은평구,2008,458401
서울,은평구,2009,465895
서울,은평구,2010,488109
서울,은평구,2011,493634
서울,은평구,2012,501480
서울,은평구,2013,503660
서울,은평구,2014,498644
서울,은평구,2015,497920
서울,은평구,2016,491476
서울,은평구,2017,486794
서울,은평구,2018,483197
서울,은평구,2019,480032
서울,은평구,2020,479835
서울,은평구,2021,473307
서울,은평구,2022,466746
서울,은평구,2023,466770
서울,은평구,2024,460919
서울,은평구,2025,455137
서울,종로구,2007,165846
서울,종로구,2008,170705
서울,종로구,2009,168603
서울,종로구,2010,170578
서울,종로구,2011,168382
서울,종로구,2012,165207
서울,종로구,2013,160070
서울,종로구,2014,156993
서울,종로구,2015,154986
서울,종로구,2016,152737
서울,종로구,2017,154770
서울,종로구,2018,153065
서울,종로구,2019,151290
서울,종로구,2020,149384
서울,종로구,2021,144683
서울,종로구,2022,141379
서울,종로구,2023,139417
서울,종로구,2024,138336
서울,종로구,2025,137048
서울,중구,2007,130044
서울,중구,2008,130362
서울,중구,2009,129465
서울,중구,2010,132822
서울,중구,2011,133193
서울,중구,2012,133360
서울,중구,2013,130465
서울,중구,2014,128065
서울,중구,2015,125733
서울,중구,2016,125249
서울,중구,2017,125709
서울,중구,2018,125725
서울,중구,2019,126171
서울,중구,2020,125240
서울,중구,2021,122499
서울,중구,2022,120437
서울,중구,2023,121312
서울,중구,2024,120544
서울,중구,2025,117805
서울,중랑구,2007,427071
서울,중랑구,2008,427871
서울,중랑구,2009,424761
서울,중랑구,2010,427455
서울,중랑구,2011,423706
서울,중랑구,2012,419295
서울,중랑구,2013,416798
서울,중랑구,2014,418836
서울,중랑구,2015,413909
서울,중랑구,2016,411005
서울,중랑구,2017,408226
서울,중랑구,2018,403209
서울,중랑구,2019,397015
서울,중랑구,2020,394702
서울,중랑구,2021,387350
서울,중랑구,2022,385318
서울,중랑구,2023,382155
서울,중랑구,2024,379274
서울,중랑구,2025,376916
울산,남구,2007,342675
울산,남구,2008,343922
울산,남구,2009,343740
울산,남구,2010,344131
울산,남구,2011,343504
울산,남구,2012,346836
울산,남구,2013,349064
울산,남구,2014,347759
울산,남구,2015,343598
울산,남구,2016,340714
울산,남구,2017,335439
울산,남구,2018,330732
울산,남구,2019,323819
울산,남구,2020,320064
울산,남구,2021,313819
울산,남구,2022,310638
울산,남구,2023,307232
울산,남구,2024,304885
울산,남구,2025,304128
울산,동구,2007,181844
울산,동구,2008,176431
울산,동구,2009,173841
울산,동구,2010,170764
울산,동구,2011,172172
울산,동구,2012,175479
울산,동구,2013,178468
울산,동구,2014,176668
울산,동구,2015,174963
울산,동구,2016,174514
울산,동구,2017,169605
울산,동구,2018,164642
울산,동구,2019,159656
울산,동구,2020,156806
울산,동구,2021,154096
울산,동구,2022,151711
울산,동구,2023,152287
울산,동구,2024,150836
울산,동구,2025,149257
울산,북구,2007,155642
울산,북구,2008,166469
울산,북구,2009,171674
울산,북구,2010,177488
울산,북구,2011,182504
울산,북구,2012,184088
울산,북구,2013,185695
울산,북구,2014,188733
울산,북구,2015,191063
울산,북구,2016,195285
울산,북구,2017,200718
울산,북구,2018,206434
울산,북구,2019,217796
울산,북구,2020,219014
울산,북구,2021,218735
울산,북구,2022,218670
울산,북구,2023,216477
울산,북구,2024,216522
울산,북구,2025,215220
울산,울주군,2007,183261
울산,울주군,2008,191687
울산,울주군,2009,195399
울산,울주군,2010,201000
울산,울주군,2011,204680
울산,울주군,2012,207840
울산,울주군,2013,208646
울산,울주군,2014,214392
울산,울주군,2015,219429
울산,울주군,2016,219255
울산,울주군,2017,220718
울산,울주군,2018,221842
울산,울주군,2019,223167
울산,울주군,2020,222538
울산,울주군,2021,222059
울산,울주군,2022,221512
울산,울주군,2023,218997
울산,울주군,2024,218806
울산,울주군,2025,219174
울산,중구,2007,236573
울산,중구,2008,233898
울산,중구,2009,230212
울산,중구,2010,232915
울산,중구,2011,232634
울산,중구,2012,233013
울산,중구,2013,234607
울산,중구,2014,238825
울산,중구,2015,244481
울산,중구,2016,242536
울산,중구,2017,238652
울산,중구,2018,231973
울산,중구,2019,223581
울산,중구,2020,217595
울산,중구,2021,212883
울산,중구,2022,208132
울산,중구,2023,208668
울산,중구,2024,207000
울산,중구,2025,204169
인천,강화군,2007,66466
인천,강화군,2008,67387
인천,강화군,2009,67049
인천,강화군,2010,67104
인천,강화군,2011,66779
인천,강화군,2012,66752
인천,강화군,2013,66735
인천,강화군,2014,67118
인천,강화군,2015,67667
인천,강화군,2016,68010
인천,강화군,2017,68754
인천,강화군,2018,68896
인천,강화군,2019,69178
인천,강화군,2020,69203
인천,강화군,2021,69693
인천,강화군,2022,69803
인천,강화군,2023,69005
인천,강화군,2024,69402
인천,강화군,2025,69698
인천,계양구,2007,342564
인천,계양구,2008,342299
인천,계양구,2009,344039
인천,계양구,2010,347810
인천,계양구,2011,344299
인천,계양구,2012,342202
인천,계양구,2013,343806
인천,계양구,2014,339538
인천,계양구,2015,334332
인천,계양구,2016,330284
인천,계양구,2017,323784
인천,계양구,2018,312680
인천,계양구,2019,303471
인천,계양구,2020,296750
인천,계양구,2021,295696
인천,계양구,2022,288856
인천,계양구,2023,280266
인천,계양구,2024,280227
인천,계양구,2025,277721
인천,남구,2007,412379
인천,남구,2008,420741
인천,남구,2009,419935
인천,남구,2010,423876
인천,남구,2011,417996
인천,남구,2012,414500
인천,남구,2013,411330
인천,남구,2014,408305
인천,남구,2015,404893
인천,남구,2016,417103
인천,남구,2017,419267
인천,남구,2018,416542
인천,남구,2019,408862
인천,남구,2020,404343
인천,남구,2021,407464
인천,남구,2022,406004
인천,남구,2023,405995
인천,남구,2024,412274
인천,남구,2025,417578
인천,남동구,2007,425217
인천,남동구,2008,450054
인천,남동구,2009,463414
인천,남동구,2010,473423
인천,남동구,2011,495469
인천,남동구,2012,503597
인천,남동구,2013,507021
인천,남동구,2014,514656
인천,남동구,2015,531395
인천,남동구,2016,530982
인천,남동구,2017,536578
인천,남동구,2018,537161
인천,남동구,2019,532704
인천,남동구,2020,525354
인천,남동구,2021,518272
인천,남동구,2022,506181
인천,남동구,2023,492415
인천,남동구,2024,486225
인천,남동구,2025,480147
인천,동구,2007,74087
인천,동구,2008,74866
인천,동구,2009,77308
인천,동구,2010,79663
인천,동구,2011,78692
인천,동구,2012,76720
인천,동구,2013,75093
인천,동구,2014,73978
인천,동구,2015,72571
인천,동구,2016,71014
인천,동구,2017,69487
인천,동구,2018,66233
인천,동구,2019,64427
인천,동구,2020,62542
인천,동구,2021,61486
인천,동구,2022,58999
인천,동구,2023,59482
인천,동구,2024,58296
인천,동구,2025,56477
인천,부평구,2007,568905
인천,부평구,2008,569246
인천,부평구,2009,563920
인천,부평구,2010,567493
인천,부평구,2011,560936
인천,부평구,2012,559047
인천,부평구,2013,556985
인천,부평구,2014,556992
인천,부평구,2015,555844
인천,부평구,2016,549716
인천,부평구,2017,539941
인천,부평구,2018,524640
인천,부평구,2019,511577
인천,부평구,2020,494962
인천,부평구,2021,486765
인천,부평구,2022,489118
인천,부평구,2023,494138
인천,부평구,2024,493200
인천,부평구,2025,490442
인천,서구,2007,399430
인천,서구,2008,393346
인천,서구,2009,395508
인천,서구,2010,408068
인천,서구,2011,436134
인천,서구,2012,469887
인천,서구,2013,490035
인천,서구,2014,498686
인천,서구,2015,504606
인천,서구,2016,510733
인천,서구,2017,516017
인천,서구,2018,538596
인천,서구,2019,544556
인천,서구,2020,542040
인천,서구,2021,555380
인천,서구,2022,589013
인천,서구,2023,624358
인천,서구,2024,634064
인천,서구,2025,654358
인천,연수구,2007,268780
인천,연수구,2008,268668
인천,연수구,2009,271497
인천,연수구,2010,279230
인천,연수구,2011,287903
인천,연수구,2012,292589
인천,연수구,2013,300305
인천,연수구,2014,310703
인천,연수구,2015,319052
인천,연수구,2016,328627
인천,연수구,2017,335142
인천,연수구,2018,346359
인천,연수구,2019,366550
인천,연수구,2020,387450
인천,연수구,2021,389644
인천,연수구,2022,385796
인천,연수구,2023,392416
인천,연수구,2024,400213
인천,연수구,2025,409437
인천,옹진군,2007,16980
인천,옹진군,2008,17376
인천,옹진군,2009,18221
인천,옹진군,2010,18739
인천,옹진군,2011,19485
인천,옹진군,2012,20039
인천,옹진군,2013,20698
인천,옹진군,2014,20703
인천,옹진군,2015,20962
인천,옹진군,2016,21351
인천,옹진군,2017,21573
인천,옹진군,2018,21036
인천,옹진군,2019,20566
인천,옹진군,2020,20455
인천,옹진군,2021,20342
인천,옹진군,2022,20613
인천,옹진군,2023,20377
인천,옹진군,2024,19996
인천,옹진군,2025,19636
인천,중구,2007,89768
인천,중구,2008,88713
인천,중구,2009,89688
인천,중구,2010,92890
인천,중구,2011,93581
인천,중구,2012,98648
인천,중구,2013,107774
인천,중구,2014,111929
인천,중구,2015,114493
인천,중구,2016,115249
인천,중구,2017,117999
인천,중구,2018,122499
인천,중구,2019,135135
인천,중구,2020,139729
인천,중구,2021,143633
인천,중구,2022,152931
인천,중구,2023,158958
인천,중구,2024,167113
인천,중구,2025,176467
전남,강진군,2007,41352
전남,강진군,2008,41153
전남,강진군,2009,41164
전남,강진군,2010,41624
