region_sido,region_sigungu,doctor_level,year,doctor_no
대구,수성구,일반의,2010,20
대구,수성구,일반의,2011,19
대구,수성구,일반의,2012,19
대구,수성구,일반의,2013,21
대구,수성구,일반의,2014,19
대구,수성구,일반의,2015,18
대구,수성구,일반의,2016,18
대구,수성구,일반의,2017,22
대구,수성구,일반의,2018,19
대구,수성구,일반의,2019,19
대구,수성구,일반의,2020,19
대구,수성구,일반의,2021,22
대구,수성구,일반의,2022,23
대구,수성구,일반의,2023,22
대구,수성구,일반의,2024,21
대구,수성구,일반의,2025,65
대구,수성구,전문의,2007,402
대구,수성구,전문의,2008,407
대구,수성구,전문의,2009,424
대구,수성구,전문의,2010,449
대구,수성구,전문의,2011,482
대구,수성구,전문의,2012,509
대구,수성구,전문의,2013,531
대구,수성구,전문의,2014,553
대구,수성구,전문의,2015,556
대구,수성구,전문의,2016,575
대구,수성구,전문의,2017,585
대구,수성구,전문의,2018,591
대구,수성구,전문의,2019,615
대구,수성구,전문의,2020,646
대구,수성구,전문의,2021,663
대구,수성구,전문의,2022,705
대구,수성구,전문의,2023,729
대구,수성구,전문의,2024,770
대구,수성구,전문의,2025,816
대구,중구,total,2007,1084
대구,중구,total,2008,1116
대구,중구,total,2009,1131
대구,중구,total,2010,1154
대구,중구,total,2011,1171
대구,중구,total,2012,1271
대구,중구,total,2013,1321
대구,중구,total,2014,1358
대구,중구,total,2015,1388
대구,중구,total,2016,1404
대구,중구,total,2017,1401
대구,중구,total,2018,1455
대구,중구,total,2019,1488
대구,중구,total,2020,1096
대구,중구,total,2021,1110
대구,중구,total,2022,1134
대구,중구,total,2023,1169
대구,중구,total,2024,1212
대구,중구,total,2025,982
대구,중구,레지던트,2007,328
대구,중구,레지던트,2008,355
대구,중구,레지던트,2009,344
대구,중구,레지던트,2010,388
대구,중구,레지던트,2011,406
대구,중구,레지던트,2012,435
대구,중구,레지던트,2013,433
대구,중구,레지던트,2014,433
대구,중구,레지던트,2015,427
대구,중구,레지던트,2016,415
대구,중구,레지던트,2017,390
대구,중구,레지던트,2018,364
대구,중구,레지던트,2019,355
대구,중구,레지던트,2020,203
대구,중구,레지던트,2021,193
대구,중구,레지던트,2022,195
대구,중구,레지던트,2023,190
대구,중구,레지던트,2024,199
대구,중구,레지던트,2025,18
대구,중구,인턴,2007,176
대구,중구,인턴,2008,173
대구,중구,인턴,2009,112
대구,중구,인턴,2010,54
대구,중구,인턴,2011,121
대구,중구,인턴,2012,99
대구,중구,인턴,2013,116
대구,중구,인턴,2014,125
대구,중구,인턴,2015,125
대구,중구,인턴,2016,121
대구,중구,인턴,2017,115
대구,중구,인턴,2018,115
대구,중구,인턴,2019,111
대구,중구,인턴,2020,75
대구,중구,인턴,2021,60
대구,중구,인턴,2022,54
대구,중구,인턴,2023,74
대구,중구,인턴,2024,68
대구,중구,인턴,2025,0
대구,중구,일반의,2007,15
대구,중구,일반의,2008,13
대구,중구,일반의,2009,31
대구,중구,일반의,2010,30
대구,중구,일반의,2011,27
대구,중구,일반의,2012,26
대구,중구,일반의,2013,24
대구,중구,일반의,2014,22
대구,중구,일반의,2015,30
대구,중구,일반의,2016,32
대구,중구,일반의,2017,30
대구,중구,일반의,2018,46
대구,중구,일반의,2019,49
대구,중구,일반의,2020,50
대구,중구,일반의,2021,51
대구,중구,일반의,2022,56
대구,중구,일반의,2023,62
대구,중구,일반의,2024,77
대구,중구,일반의,2025,126
대구,중구,전문의,2007,565
대구,중구,전문의,2008,575
대구,중구,전문의,2009,644
대구,중구,전문의,2010,682
대구,중구,전문의,2011,617
대구,중구,전문의,2012,711
대구,중구,전문의,2013,748
대구,중구,전문의,2014,778
대구,중구,전문의,2015,806
대구,중구,전문의,2016,836
대구,중구,전문의,2017,866
대구,중구,전문의,2018,930
대구,중구,전문의,2019,973
대구,중구,전문의,2020,768
대구,중구,전문의,2021,806
대구,중구,전문의,2022,829
대구,중구,전문의,2023,843
대구,중구,전문의,2024,868
대구,중구,전문의,2025,838
대전,대덕구,total,2007,248
대전,대덕구,total,2008,244
대전,대덕구,total,2009,241
대전,대덕구,total,2010,250
대전,대덕구,total,2011,241
대전,대덕구,total,2012,251
대전,대덕구,total,2013,243
대전,대덕구,total,2014,250
대전,대덕구,total,2015,263
대전,대덕구,total,2016,266
대전,대덕구,total,2017,269
대전,대덕구,total,2018,271
대전,대덕구,total,2019,273
대전,대덕구,total,2020,267
대전,대덕구,total,2021,280
대전,대덕구,total,2022,265
대전,대덕구,total,2023,267
대전,대덕구,total,2024,262
대전,대덕구,total,2025,259
대전,대덕구,레지던트,2007,5
대전,대덕구,레지던트,2008,8
대전,대덕구,레지던트,2009,8
대전,대덕구,레지던트,2010,9
대전,대덕구,레지던트,2011,9
대전,대덕구,레지던트,2012,9
대전,대덕구,레지던트,2013,8
대전,대덕구,레지던트,2014,6
대전,대덕구,레지던트,2015,6
대전,대덕구,레지던트,2016,7
대전,대덕구,레지던트,2017,7
대전,대덕구,레지던트,2018,7
대전,대덕구,레지던트,2019,6
대전,대덕구,레지던트,2020,5
대전,대덕구,레지던트,2021,6
대전,대덕구,레지던트,2022,6
대전,대덕구,레지던트,2023,6
대전,대덕구,레지던트,2024,5
대전,대덕구,레지던트,2025,0
대전,대덕구,인턴,2007,0
대전,대덕구,인턴,2008,0
대전,대덕구,인턴,2009,0
대전,대덕구,인턴,2010,0
대전,대덕구,인턴,2011,0
대전,대덕구,인턴,2012,0
대전,대덕구,인턴,2013,0
대전,대덕구,인턴,2014,0
대전,대덕구,인턴,2015,0
대전,대덕구,인턴,2016,0
대전,대덕구,인턴,2017,0
대전,대덕구,인턴,2018,0
대전,대덕구,인턴,2019,0
대전,대덕구,인턴,2020,0
대전,대덕구,인턴,2021,0
대전,대덕구,인턴,2022,0
대전,대덕구,인턴,2023,0
대전,대덕구,인턴,2024,0
대전,대덕구,인턴,2025,0
대전,대덕구,일반의,2007,29
대전,대덕구,일반의,2008,28
대전,대덕구,일반의,2009,35
대전,대덕구,일반의,2010,36
대전,대덕구,일반의,2011,31
대전,대덕구,일반의,2012,31
대전,대덕구,일반의,2013,26
대전,대덕구,일반의,2014,25
대전,대덕구,일반의,2015,30
대전,대덕구,일반의,2016,32
대전,대덕구,일반의,2017,24
대전,대덕구,일반의,2018,27
대전,대덕구,일반의,2019,24
대전,대덕구,일반의,2020,22
대전,대덕구,일반의,2021,21
대전,대덕구,일반의,2022,20
대전,대덕구,일반의,2023,19
대전,대덕구,일반의,2024,19
대전,대덕구,일반의,2025,25
대전,대덕구,전문의,2007,214
대전,대덕구,전문의,2008,208
대전,대덕구,전문의,2009,198
대전,대덕구,전문의,2010,205
대전,대덕구,전문의,2011,201
대전,대덕구,전문의,2012,211
대전,대덕구,전문의,2013,209
대전,대덕구,전문의,2014,219
대전,대덕구,전문의,2015,227
대전,대덕구,전문의,2016,227
대전,대덕구,전문의,2017,238
대전,대덕구,전문의,2018,237
대전,대덕구,전문의,2019,243
대전,대덕구,전문의,2020,240
대전,대덕구,전문의,2021,253
대전,대덕구,전문의,2022,239
대전,대덕구,전문의,2023,242
대전,대덕구,전문의,2024,238
대전,대덕구,전문의,2025,234
대전,동구,total,2007,195
대전,동구,total,2008,197
대전,동구,total,2009,207
대전,동구,total,2010,224
대전,동구,total,2011,220
대전,동구,total,2012,223
대전,동구,total,2013,243
대전,동구,total,2014,250
대전,동구,total,2015,256
대전,동구,total,2016,263
대전,동구,total,2017,264
대전,동구,total,2018,288
대전,동구,total,2019,301
대전,동구,total,2020,292
대전,동구,total,2021,305
대전,동구,total,2022,317
대전,동구,total,2023,315
대전,동구,total,2024,313
대전,동구,total,2025,348
대전,동구,레지던트,2007,0
대전,동구,레지던트,2008,0
대전,동구,레지던트,2009,0
대전,동구,레지던트,2010,1
대전,동구,레지던트,2011,0
대전,동구,레지던트,2012,0
대전,동구,레지던트,2013,0
대전,동구,레지던트,2014,0
대전,동구,레지던트,2015,0
대전,동구,레지던트,2016,0
대전,동구,레지던트,2017,0
대전,동구,레지던트,2018,0
대전,동구,레지던트,2019,0
대전,동구,레지던트,2020,0
대전,동구,레지던트,2021,0
대전,동구,레지던트,2022,0
대전,동구,레지던트,2023,0
대전,동구,레지던트,2024,0
대전,동구,레지던트,2025,0
대전,동구,인턴,2007,0
대전,동구,인턴,2008,0
대전,동구,인턴,2009,0
대전,동구,인턴,2010,0
대전,동구,인턴,2011,0
대전,동구,인턴,2012,0
대전,동구,인턴,2013,1
대전,동구,인턴,2014,1
대전,동구,인턴,2015,0
대전,동구,인턴,2016,0
대전,동구,인턴,2017,0
대전,동구,인턴,2018,0
대전,동구,인턴,2019,0
대전,동구,인턴,2020,0
대전,동구,인턴,2021,0
대전,동구,인턴,2022,0
대전,동구,인턴,2023,0
대전,동구,인턴,2024,0
대전,동구,인턴,2025,0
대전,동구,일반의,2007,23
대전,동구,일반의,2008,20
대전,동구,일반의,2009,19
대전,동구,일반의,2010,20
대전,동구,일반의,2011,17
대전,동구,일반의,2012,21
대전,동구,일반의,2013,22
대전,동구,일반의,2014,19
대전,동구,일반의,2015,20
대전,동구,일반의,2016,21
대전,동구,일반의,2017,20
대전,동구,일반의,2018,18
대전,동구,일반의,2019,21
대전,동구,일반의,2020,15
대전,동구,일반의,2021,21
대전,동구,일반의,2022,22
대전,동구,일반의,2023,18
대전,동구,일반의,2024,21
대전,동구,일반의,2025,43
대전,동구,전문의,2007,172
대전,동구,전문의,2008,177
대전,동구,전문의,2009,188
대전,동구,전문의,2010,203
대전,동구,전문의,2011,203
대전,동구,전문의,2012,202
대전,동구,전문의,2013,220
대전,동구,전문의,2014,230
대전,동구,전문의,2015,236
대전,동구,전문의,2016,242
대전,동구,전문의,2017,244
대전,동구,전문의,2018,270
대전,동구,전문의,2019,280
대전,동구,전문의,2020,277
대전,동구,전문의,2021,284
대전,동구,전문의,2022,295
대전,동구,전문의,2023,297
대전,동구,전문의,2024,292
대전,동구,전문의,2025,305
대전,서구,total,2007,1072
대전,서구,total,2008,1121
대전,서구,total,2009,1172
대전,서구,total,2010,1158
대전,서구,total,2011,1221
대전,서구,total,2012,1234
대전,서구,total,2013,1244
대전,서구,total,2014,1289
대전,서구,total,2015,1370
대전,서구,total,2016,1384
대전,서구,total,2017,1377
대전,서구,total,2018,1435
대전,서구,total,2019,1476
대전,서구,total,2020,1474
대전,서구,total,2021,1512
대전,서구,total,2022,1514
대전,서구,total,2023,1528
대전,서구,total,2024,1499
대전,서구,total,2025,1460
대전,서구,레지던트,2007,154
대전,서구,레지던트,2008,203
대전,서구,레지던트,2009,215
대전,서구,레지던트,2010,218
대전,서구,레지던트,2011,216
대전,서구,레지던트,2012,215
대전,서구,레지던트,2013,201
대전,서구,레지던트,2014,196
대전,서구,레지던트,2015,190
대전,서구,레지던트,2016,187
대전,서구,레지던트,2017,172
대전,서구,레지던트,2018,176
대전,서구,레지던트,2019,175
대전,서구,레지던트,2020,161
대전,서구,레지던트,2021,141
대전,서구,레지던트,2022,160
대전,서구,레지던트,2023,170
대전,서구,레지던트,2024,128
대전,서구,레지던트,2025,20
대전,서구,인턴,2007,99
대전,서구,인턴,2008,49
대전,서구,인턴,2009,59
대전,서구,인턴,2010,16
대전,서구,인턴,2011,44
대전,서구,인턴,2012,37
대전,서구,인턴,2013,16
대전,서구,인턴,2014,17
대전,서구,인턴,2015,54
대전,서구,인턴,2016,53
대전,서구,인턴,2017,25
대전,서구,인턴,2018,45
대전,서구,인턴,2019,54
대전,서구,인턴,2020,48
대전,서구,인턴,2021,69
대전,서구,인턴,2022,53
대전,서구,인턴,2023,48
대전,서구,인턴,2024,36
대전,서구,인턴,2025,4
대전,서구,일반의,2007,66
대전,서구,일반의,2008,52
대전,서구,일반의,2009,53
대전,서구,일반의,2010,61
대전,서구,일반의,2011,65
대전,서구,일반의,2012,53
대전,서구,일반의,2013,44
대전,서구,일반의,2014,49
대전,서구,일반의,2015,48
대전,서구,일반의,2016,51
대전,서구,일반의,2017,56
대전,서구,일반의,2018,53
대전,서구,일반의,2019,63
대전,서구,일반의,2020,71
대전,서구,일반의,2021,80
대전,서구,일반의,2022,83
대전,서구,일반의,2023,89
대전,서구,일반의,2024,92
대전,서구,일반의,2025,191
대전,서구,전문의,2007,753
대전,서구,전문의,2008,817
대전,서구,전문의,2009,845
대전,서구,전문의,2010,863
대전,서구,전문의,2011,896
대전,서구,전문의,2012,929
대전,서구,전문의,2013,983
대전,서구,전문의,2014,1027
대전,서구,전문의,2015,1078
대전,서구,전문의,2016,1093
대전,서구,전문의,2017,1124
대전,서구,전문의,2018,1161
대전,서구,전문의,2019,1184
대전,서구,전문의,2020,1194
대전,서구,전문의,2021,1222
대전,서구,전문의,2022,1218
대전,서구,전문의,2023,1221
대전,서구,전문의,2024,1243
대전,서구,전문의,2025,1245
대전,유성구,total,2007,210
대전,유성구,total,2008,241
대전,유성구,total,2009,262
대전,유성구,total,2010,268
대전,유성구,total,2011,296
대전,유성구,total,2012,326
대전,유성구,total,2013,351
대전,유성구,total,2014,371
대전,유성구,total,2015,387
대전,유성구,total,2016,406
대전,유성구,total,2017,432
대전,유성구,total,2018,482
대전,유성구,total,2019,499
대전,유성구,total,2020,513
대전,유성구,total,2021,525
대전,유성구,total,2022,588
대전,유성구,total,2023,596
대전,유성구,total,2024,581
대전,유성구,total,2025,605
대전,유성구,레지던트,2007,0
대전,유성구,레지던트,2008,0
대전,유성구,레지던트,2009,0
대전,유성구,레지던트,2010,0
대전,유성구,레지던트,2011,0
대전,유성구,레지던트,2012,0
대전,유성구,레지던트,2013,0
대전,유성구,레지던트,2014,0
대전,유성구,레지던트,2015,0
대전,유성구,레지던트,2016,0
대전,유성구,레지던트,2017,0
대전,유성구,레지던트,2018,0
대전,유성구,레지던트,2019,0
대전,유성구,레지던트,2020,0
대전,유성구,레지던트,2021,1
대전,유성구,레지던트,2022,3
대전,유성구,레지던트,2023,2
대전,유성구,레지던트,2024,2
대전,유성구,레지던트,2025,2
대전,유성구,인턴,2007,0
대전,유성구,인턴,2008,0
대전,유성구,인턴,2009,0
대전,유성구,인턴,2010,0
대전,유성구,인턴,2011,0
대전,유성구,인턴,2012,0
대전,유성구,인턴,2013,0
대전,유성구,인턴,2014,0
대전,유성구,인턴,2015,0
대전,유성구,인턴,2016,0
대전,유성구,인턴,2017,0
대전,유성구,인턴,2018,0
대전,유성구,인턴,2019,0
대전,유성구,인턴,2020,0
대전,유성구,인턴,2021,2
대전,유성구,인턴,2022,4
대전,유성구,인턴,2023,4
대전,유성구,인턴,2024,0
대전,유성구,인턴,2025,1
대전,유성구,일반의,2007,15
대전,유성구,일반의,2008,17
대전,유성구,일반의,2009,19
대전,유성구,일반의,2010,20
대전,유성구,일반의,2011,24
대전,유성구,일반의,2012,29
대전,유성구,일반의,2013,30
대전,유성구,일반의,2014,24
대전,유성구,일반의,2015,21
대전,유성구,일반의,2016,32
대전,유성구,일반의,2017,28
대전,유성구,일반의,2018,29
대전,유성구,일반의,2019,26
대전,유성구,일반의,2020,33
대전,유성구,일반의,2021,35
대전,유성구,일반의,2022,38
대전,유성구,일반의,2023,37
대전,유성구,일반의,2024,38
대전,유성구,일반의,2025,63
대전,유성구,전문의,2007,195
대전,유성구,전문의,2008,224
대전,유성구,전문의,2009,243
대전,유성구,전문의,2010,248
대전,유성구,전문의,2011,272
대전,유성구,전문의,2012,297
대전,유성구,전문의,2013,321
대전,유성구,전문의,2014,347
대전,유성구,전문의,2015,366
대전,유성구,전문의,2016,374
대전,유성구,전문의,2017,404
대전,유성구,전문의,2018,453
대전,유성구,전문의,2019,473
대전,유성구,전문의,2020,480
대전,유성구,전문의,2021,487
대전,유성구,전문의,2022,543
대전,유성구,전문의,2023,553
대전,유성구,전문의,2024,541
대전,유성구,전문의,2025,539
대전,중구,total,2007,878
대전,중구,total,2008,890
대전,중구,total,2009,989
대전,중구,total,2010,969
대전,중구,total,2011,989
대전,중구,total,2012,1042
대전,중구,total,2013,1045
대전,중구,total,2014,1066
대전,중구,total,2015,1080
대전,중구,total,2016,1067
대전,중구,total,2017,1095
대전,중구,total,2018,1122
대전,중구,total,2019,1145
대전,중구,total,2020,1142
대전,중구,total,2021,1076
대전,중구,total,2022,1096
대전,중구,total,2023,1097
대전,중구,total,2024,1020
대전,중구,total,2025,787
대전,중구,레지던트,2007,169
대전,중구,레지던트,2008,244
대전,중구,레지던트,2009,294
대전,중구,레지던트,2010,273
대전,중구,레지던트,2011,272
대전,중구,레지던트,2012,273
대전,중구,레지던트,2013,273
대전,중구,레지던트,2014,263
대전,중구,레지던트,2015,267
대전,중구,레지던트,2016,253
대전,중구,레지던트,2017,251
대전,중구,레지던트,2018,253
대전,중구,레지던트,2019,251
대전,중구,레지던트,2020,233
대전,중구,레지던트,2021,221
대전,중구,레지던트,2022,220
대전,중구,레지던트,2023,220
대전,중구,레지던트,2024,238
대전,중구,레지던트,2025,10
대전,중구,인턴,2007,139
대전,중구,인턴,2008,50
대전,중구,인턴,2009,73
대전,중구,인턴,2010,52
대전,중구,인턴,2011,61
대전,중구,인턴,2012,71
대전,중구,인턴,2013,53
대전,중구,인턴,2014,71
대전,중구,인턴,2015,75
대전,중구,인턴,2016,68
대전,중구,인턴,2017,78
대전,중구,인턴,2018,76
대전,중구,인턴,2019,83
대전,중구,인턴,2020,69
대전,중구,인턴,2021,73
대전,중구,인턴,2022,82
대전,중구,인턴,2023,89
대전,중구,인턴,2024,5
대전,중구,인턴,2025,4
대전,중구,일반의,2007,36
대전,중구,일반의,2008,33
대전,중구,일반의,2009,54
대전,중구,일반의,2010,48
대전,중구,일반의,2011,44
대전,중구,일반의,2012,32
대전,중구,일반의,2013,25
대전,중구,일반의,2014,29
대전,중구,일반의,2015,28
대전,중구,일반의,2016,25
대전,중구,일반의,2017,26
대전,중구,일반의,2018,29
대전,중구,일반의,2019,27
대전,중구,일반의,2020,24
대전,중구,일반의,2021,20
대전,중구,일반의,2022,18
대전,중구,일반의,2023,18
대전,중구,일반의,2024,20
대전,중구,일반의,2025,43
대전,중구,전문의,2007,534
대전,중구,전문의,2008,563
대전,중구,전문의,2009,568
대전,중구,전문의,2010,596
대전,중구,전문의,2011,612
대전,중구,전문의,2012,666
대전,중구,전문의,2013,694
대전,중구,전문의,2014,703
대전,중구,전문의,2015,710
대전,중구,전문의,2016,721
대전,중구,전문의,2017,740
대전,중구,전문의,2018,764
대전,중구,전문의,2019,784
대전,중구,전문의,2020,816
대전,중구,전문의,2021,762
대전,중구,전문의,2022,776
대전,중구,전문의,2023,770
대전,중구,전문의,2024,757
대전,중구,전문의,2025,730
부산,강서구,total,2007,15
부산,강서구,total,2008,15
부산,강서구,total,2009,22
부산,강서구,total,2010,26
부산,강서구,total,2011,26
부산,강서구,total,2012,27
부산,강서구,total,2013,31
부산,강서구,total,2014,37
부산,강서구,total,2015,39
부산,강서구,total,2016,45
부산,강서구,total,2017,57
부산,강서구,total,2018,71
부산,강서구,total,2019,83
부산,강서구,total,2020,89
부산,강서구,total,2021,99
부산,강서구,total,2022,109
부산,강서구,total,2023,120
부산,강서구,total,2024,123
부산,강서구,total,2025,122
부산,강서구,레지던트,2007,0
부산,강서구,레지던트,2008,0
부산,강서구,레지던트,2009,0
부산,강서구,레지던트,2010,0
부산,강서구,레지던트,2011,0
부산,강서구,레지던트,2012,0
부산,강서구,레지던트,2013,0
부산,강서구,레지던트,2014,0
부산,강서구,레지던트,2015,0
부산,강서구,레지던트,2016,0
부산,강서구,레지던트,2017,0
부산,강서구,레지던트,2018,0
부산,강서구,레지던트,2019,0
부산,강서구,레지던트,2020,0
부산,강서구,레지던트,2021,0
부산,강서구,레지던트,2022,0
부산,강서구,레지던트,2023,0
부산,강서구,레지던트,2024,0
부산,강서구,레지던트,2025,0
부산,강서구,인턴,2007,0
부산,강서구,인턴,2008,0
부산,강서구,인턴,2009,0
부산,강서구,인턴,2010,0
부산,강서구,인턴,2011,0
부산,강서구,인턴,2012,0
부산,강서구,인턴,2013,0
부산,강서구,인턴,2014,0
부산,강서구,인턴,2015,0
부산,강서구,인턴,2016,0
부산,강서구,인턴,2017,0
부산,강서구,인턴,2018,0
부산,강서구,인턴,2019,0
부산,강서구,인턴,2020,0
부산,강서구,인턴,2021,0
부산,강서구,인턴,2022,0
부산,강서구,인턴,2023,0
부산,강서구,인턴,2024,0
부산,강서구,인턴,2025,0
부산,강서구,일반의,2007,2
부산,강서구,일반의,2008,3
부산,강서구,일반의,2009,4
부산,강서구,일반의,2010,3
부산,강서구,일반의,2011,2
부산,강서구,일반의,2012,6
부산,강서구,일반의,2013,2
부산,강서구,일반의,2014,3
부산,강서구,일반의,2015,2
부산,강서구,일반의,2016,2
부산,강서구,일반의,2017,2
부산,강서구,일반의,2018,3
부산,강서구,일반의,2019,4
부산,강서구,일반의,2020,5
부산,강서구,일반의,2021,3
부산,강서구,일반의,2022,4
부산,강서구,일반의,2023,5
부산,강서구,일반의,2024,7
부산,강서구,일반의,2025,11
부산,강서구,전문의,2007,13
부산,강서구,전문의,2008,12
부산,강서구,전문의,2009,18
부산,강서구,전문의,2010,23
부산,강서구,전문의,2011,24
부산,강서구,전문의,2012,21
부산,강서구,전문의,2013,29
부산,강서구,전문의,2014,34
부산,강서구,전문의,2015,37
부산,강서구,전문의,2016,43
부산,강서구,전문의,2017,55
부산,강서구,전문의,2018,68
부산,강서구,전문의,2019,79
부산,강서구,전문의,2020,84
부산,강서구,전문의,2021,96
부산,강서구,전문의,2022,105
부산,강서구,전문의,2023,115
부산,강서구,전문의,2024,116
부산,강서구,전문의,2025,111
부산,금정구,total,2007,369
부산,금정구,total,2008,370
부산,금정구,total,2009,375
부산,금정구,total,2010,357
부산,금정구,total,2011,357
부산,금정구,total,2012,353
부산,금정구,total,2013,368
부산,금정구,total,2014,378
부산,금정구,total,2015,364
부산,금정구,total,2016,349
부산,금정구,total,2017,313
부산,금정구,total,2018,313
부산,금정구,total,2019,325
부산,금정구,total,2020,325
부산,금정구,total,2021,323
부산,금정구,total,2022,337
부산,금정구,total,2023,329
부산,금정구,total,2024,332
부산,금정구,total,2025,352
부산,금정구,레지던트,2007,46
부산,금정구,레지던트,2008,44
부산,금정구,레지던트,2009,57
부산,금정구,레지던트,2010,51
부산,금정구,레지던트,2011,46
부산,금정구,레지던트,2012,31
부산,금정구,레지던트,2013,28
부산,금정구,레지던트,2014,23
부산,금정구,레지던트,2015,14
부산,금정구,레지던트,2016,5
부산,금정구,레지던트,2017,0
부산,금정구,레지던트,2018,0
부산,금정구,레지던트,2019,0
부산,금정구,레지던트,2020,0
부산,금정구,레지던트,2021,0
부산,금정구,레지던트,2022,0
부산,금정구,레지던트,2023,0
부산,금정구,레지던트,2024,0
부산,금정구,레지던트,2025,0
부산,금정구,인턴,2007,14
부산,금정구,인턴,2008,13
부산,금정구,인턴,2009,10
부산,금정구,인턴,2010,4
부산,금정구,인턴,2011,3
부산,금정구,인턴,2012,1
부산,금정구,인턴,2013,1
부산,금정구,인턴,2014,4
부산,금정구,인턴,2015,5
부산,금정구,인턴,2016,2
부산,금정구,인턴,2017,1
부산,금정구,인턴,2018,0
부산,금정구,인턴,2019,0
부산,금정구,인턴,2020,0
부산,금정구,인턴,2021,0
부산,금정구,인턴,2022,0
부산,금정구,인턴,2023,0
부산,금정구,인턴,2024,0
부산,금정구,인턴,2025,0
부산,금정구,일반의,2007,40
부산,금정구,일반의,2008,34
부산,금정구,일반의,2009,21
부산,금정구,일반의,2010,23
부산,금정구,일반의,2011,24
부산,금정구,일반의,2012,25
부산,금정구,일반의,2013,23
부산,금정구,일반의,2014,28
부산,금정구,일반의,2015,28
부산,금정구,일반의,2016,23
부산,금정구,일반의,2017,26
부산,금정구,일반의,2018,25
부산,금정구,일반의,2019,25
부산,금정구,일반의,2020,29
부산,금정구,일반의,2021,26
부산,금정구,일반의,2022,22
부산,금정구,일반의,2023,22
부산,금정구,일반의,2024,23
부산,금정구,일반의,2025,36
부산,금정구,전문의,2007,269
부산,금정구,전문의,2008,279
부산,금정구,전문의,2009,287
부산,금정구,전문의,2010,279
부산,금정구,전문의,2011,284
부산,금정구,전문의,2012,296
부산,금정구,전문의,2013,316
부산,금정구,전문의,2014,323
부산,금정구,전문의,2015,317
부산,금정구,전문의,2016,319
부산,금정구,전문의,2017,286
부산,금정구,전문의,2018,288
부산,금정구,전문의,2019,300
부산,금정구,전문의,2020,296
부산,금정구,전문의,2021,297
부산,금정구,전문의,2022,315
부산,금정구,전문의,2023,307
부산,금정구,전문의,2024,309
부산,금정구,전문의,2025,316
부산,기장군,total,2007,64
부산,기장군,total,2008,64
부산,기장군,total,2009,70
부산,기장군,total,2010,77
부산,기장군,total,2011,132
부산,기장군,total,2012,146
부산,기장군,total,2013,160
부산,기장군,total,2014,170
부산,기장군,total,2015,186
부산,기장군,total,2016,191
부산,기장군,total,2017,188
부산,기장군,total,2018,203
부산,기장군,total,2019,201
부산,기장군,total,2020,210
부산,기장군,total,2021,216
부산,기장군,total,2022,223
부산,기장군,total,2023,235
부산,기장군,total,2024,239
부산,기장군,total,2025,261
부산,기장군,레지던트,2007,0
부산,기장군,레지던트,2008,0
부산,기장군,레지던트,2009,0
부산,기장군,레지던트,2010,0
부산,기장군,레지던트,2011,0
부산,기장군,레지던트,2012,0
부산,기장군,레지던트,2013,0
부산,기장군,레지던트,2014,0
부산,기장군,레지던트,2015,0
부산,기장군,레지던트,2016,0
부산,기장군,레지던트,2017,0
부산,기장군,레지던트,2018,0
부산,기장군,레지던트,2019,0
부산,기장군,레지던트,2020,0
부산,기장군,레지던트,2021,0
부산,기장군,레지던트,2022,0
부산,기장군,레지던트,2023,0
부산,기장군,레지던트,2024,0
부산,기장군,레지던트,2025,0
부산,기장군,인턴,2007,0
부산,기장군,인턴,2008,0
부산,기장군,인턴,2009,0
부산,기장군,인턴,2010,0
부산,기장군,인턴,2011,0
부산,기장군,인턴,2012,0
부산,기장군,인턴,2013,0
부산,기장군,인턴,2014,0
부산,기장군,인턴,2015,0
부산,기장군,인턴,2016,0
부산,기장군,인턴,2017,0
부산,기장군,인턴,2018,0
부산,기장군,인턴,2019,0
부산,기장군,인턴,2020,0
부산,기장군,인턴,2021,0
부산,기장군,인턴,2022,0
부산,기장군,인턴,2023,0
부산,기장군,인턴,2024,0
부산,기장군,인턴,2025,0
부산,기장군,일반의,2007,13
부산,기장군,일반의,2008,10
부산,기장군,일반의,2009,12
부산,기장군,일반의,2010,13
부산,기장군,일반의,2011,17
부산,기장군,일반의,2012,17
부산,기장군,일반의,2013,13
부산,기장군,일반의,2014,14
부산,기장군,일반의,2015,13
부산,기장군,일반의,2016,14
부산,기장군,일반의,2017,11
부산,기장군,일반의,2018,9
부산,기장군,일반의,2019,7
부산,기장군,일반의,2020,7
부산,기장군,일반의,2021,9
부산,기장군,일반의,2022,9
부산,기장군,일반의,2023,8
부산,기장군,일반의,2024,8
부산,기장군,일반의,2025,23
부산,기장군,전문의,2007,51
부산,기장군,전문의,2008,54
부산,기장군,전문의,2009,58
부산,기장군,전문의,2010,64
부산,기장군,전문의,2011,115
부산,기장군,전문의,2012,129
부산,기장군,전문의,2013,147
부산,기장군,전문의,2014,156
부산,기장군,전문의,2015,173
부산,기장군,전문의,2016,177
부산,기장군,전문의,2017,177
부산,기장군,전문의,2018,194
부산,기장군,전문의,2019,194
부산,기장군,전문의,2020,203
부산,기장군,전문의,2021,207
부산,기장군,전문의,2022,214
부산,기장군,전문의,2023,227
부산,기장군,전문의,2024,231
부산,기장군,전문의,2025,238
부산,남구,total,2007,268
부산,남구,total,2008,278
부산,남구,total,2009,293
부산,남구,total,2010,299
부산,남구,total,2011,324
부산,남구,total,2012,336
부산,남구,total,2013,337
부산,남구,total,2014,344
부산,남구,total,2015,341
