요양기관명,요양종별,시도명,시군구명,폐업일자
역촌태평양약국,약국,서울,은평구,2016-12-05
역촌프라자약국,약국,서울,은평구,2003-05-26
역촌프라자약국,약국,서울,은평구,2004-01-14
연 치과의원,치과의원,부산,남구,2024-05-03
연강병원,병원,제주,제주시,2008-10-01
연강병원,병원,제주,제주시,2009-03-02
연강병원,병원,제주,제주시,2010-11-01
연강정신과의원,의원,제주,제주시,2005-11-07
연강정신과의원,의원,제주,제주시,2012-11-15
연강한의원,한의원,서울,은평구,2016-10-06
연경늘푸른약국,약국,대구,북구,2021-04-12
연경약국,약국,대구,북구,2022-12-12
연경요양병원,요양병원,대구,북구,2022-08-11
연곡종로약국,약국,강원,강릉시,2025-10-13
연곡현대약국,약국,강원,강릉시,2025-10-21
연곡현대약국,약국,강원,강릉시,2008-03-31
연곡현대약국,약국,강원,강릉시,2009-01-09
연곡현대약국,약국,강원,강릉시,2017-12-28
연곡현대약국,약국,강원,강릉시,2024-03-18
연곡현대약국,약국,강원,강릉시,2022-05-01
연곡현대약국,약국,강원,강릉시,2023-09-13
연공온누리약국,약국,인천,연수구,2024-12-24
연금약국,약국,대구,달서구,2012-10-02
연꽃마을안성경로의원,의원,경기,안성시,2005-12-22
연꽃마을안성경로한의원,한의원,경기,안성시,2002-12-31
연꽃마을약국,약국,경기,시흥시,2006-06-23
연꽃약국,약국,경기,시흥시,2007-08-31
연남의원,의원,서울,마포구,2007-05-31
연담의원,의원,부산,부산진구,2018-10-15
연당약국,약국,서울,강동구,2007-12-31
연당중앙약국,약국,강원,영월군,2018-12-26
연당한의원,한의원,서울,은평구,2013-09-16
연당한의원,한의원,서울,은평구,2015-10-12
연당한의원,한의원,서울,은평구,2019-12-16
연당한의원,한의원,충북,청주시 상당구,2003-06-23
연도약국,약국,서울,은평구,2025-11-28
연동365일의원,의원,제주,제주시,2011-01-12
연동365일의원,의원,제주,제주시,2008-04-01
연동타운약국,약국,제주,제주시,2014-04-01
연동한의원,한의원,대구,서구,2002-03-10
연두약국,약국,서울,서초구,2016-10-24
연두약국,약국,서울,구로구,2023-12-28
연두약국,약국,경남,진주시,2018-08-13
연두약국,약국,경기,부천시,2017-06-30
연두약국,약국,경기,고양시 덕양구,2016-09-24
연두약국,약국,인천,남동구,2023-07-16
연두약국,약국,경기,부천시,2024-01-15
연두약국,약국,경기,용인시 수지구,2024-05-27
연령한약국,약국,대전,동구,2020-05-22
연무아주의원,의원,경기,수원시 장안구,2015-08-31
연무아주정형외과의원,의원,경기,수원시 장안구,2003-12-01
연무약국,약국,경기,수원시 장안구,2003-07-14
연무약국,약국,경기,수원시 장안구,2024-08-12
연무온누리약국,약국,충남,논산시,2006-06-29
연무요양병원,요양병원,충남,논산시,2007-07-23
연무정형외과의원,의원,충남,논산시,2018-06-01
연무한의원,한의원,충남,논산시,2016-03-02
연산 온누리 약국,약국,부산,연제구,2023-08-12
연산메디칼약국,약국,부산,연제구,2008-01-25
연산메디칼의원,의원,부산,연제구,2023-09-22
연산박하약국,약국,부산,연제구,2017-12-31
연산박하약국,약국,부산,연제구,2019-03-18
연산부부치과의원,치과의원,부산,연제구,2000-10-05
연산삼보약국,약국,부산,연제구,2022-04-17
연산세린요양병원,요양병원,부산,연제구,2014-03-05
연산세종한의원,한의원,부산,연제구,2014-10-13
연산수이비인후과의원,의원,부산,연제구,2020-08-13
연산시장약국,약국,부산,연제구,2025-01-16
연산시장약국,약국,부산,연제구,2008-11-03
연산시장약국,약국,부산,연제구,2010-11-01
연산시장약국,약국,부산,연제구,2016-12-29
연산약국,약국,부산,연제구,2001-09-09
연산약국,약국,부산,연제구,2008-01-03
연산약국,약국,충남,논산시,2004-12-31
연산약국,약국,전남,목포시,2024-08-12
연산우리약국,약국,충남,논산시,2013-08-16
연산우리약국,약국,충남,논산시,2017-12-04
연산웰빙약국,약국,부산,연제구,2006-01-17
연산중앙약국,약국,부산,연제구,2009-01-02
연산중앙약국,약국,부산,연제구,2020-03-02
연산중앙약국,약국,부산,연제구,2022-07-04
연산치과의원,치과의원,충남,논산시,2000-01-01
연산치과의원,치과의원,충남,논산시,2017-05-01
연산트레이더스약국,약국,부산,연제구,2022-01-01
연산트레이더스약국,약국,부산,연제구,2025-04-01
연산하나로의원,의원,충남,논산시,2014-10-01
연산하나로의원,의원,충남,논산시,2018-09-02
연산현약국,약국,부산,연제구,2016-04-19
연산현약국,약국,부산,연제구,2021-01-06
연서365의원,의원,세종,세종시,2020-08-19
연서약국,약국,서울,마포구,2014-11-05
연서약국,약국,서울,은평구,2000-11-24
연서온누리약국,약국,서울,은평구,2007-07-16
연서의원,의원,세종,세종시,2022-03-01
연서정형외과의원,의원,서울,은평구,2024-03-07
연성서울의원,의원,경기,시흥시,2002-08-15
연성약국,약국,서울,은평구,2006-01-17
연성약국,약국,서울,은평구,2011-09-02
연성약국,약국,서울,양천구,2009-02-02
연성약국,약국,서울,양천구,2014-02-10
연성약국,약국,경기,포천군,2001-10-22
연성약국,약국,인천,남동구,2022-06-01
연성약국,약국,경기,구리시,2008-05-01
연성약국,약국,경기,구리시,2021-03-01
연성의원,의원,경기,시흥시,2004-08-03
연성의원,의원,경기,시흥시,2005-03-26
연성이비인후과의원,의원,경기,시흥시,2003-10-06
연성중앙병원,병원,경기,시흥시,2015-11-25
연성하나치과의원,치과의원,경기,시흥시,2001-04-28
연성형외과의원,의원,경기,성남시 수정구,2004-04-05
연세 수 의원,의원,충북,제천시,2016-12-11
연세 필 정형외과의원,의원,충북,제천시,2021-10-06
연세(美)사랑의원,의원,대구,동구,2022-08-08
연세(유)소아청소년과의원,의원,서울,송파구,2024-02-22
연세21세기의원,의원,광주,북구,2007-11-06
연세365소아청소년과의원,의원,인천,계양구,2025-01-11
연세365의원,의원,서울,양천구,2010-02-12
연세365의원,의원,서울,양천구,2011-04-19
연세365의원,의원,서울,양천구,2010-11-04
연세365의원,의원,전남,순천시,2020-11-26
연세365의원,의원,경기,안산시 상록구,2010-07-19
연세51치과의원,치과의원,서울,도봉구,2024-02-29
연세e소아청소년과의원,의원,인천,연수구,2013-04-09
연세i사랑소아청소년과의원,의원,인천,연수구,2018-09-30
연세J라인치과의원,치과의원,서울,광진구,2023-06-21
연세SD치과의원,치과의원,경기,성남시 분당구,2013-04-19
연세SD치과의원,치과의원,경기,성남시 분당구,2013-06-28
연세SK강북의원,의원,서울,동대문구,2010-12-29
연세SK신경외과의원,의원,서울,강북구,2006-12-29
연세S치과의원,치과의원,대구,북구,2021-04-22
연세UP성형외과의원,의원,강원,춘천시,2012-04-01
연세You앤미의원(수완점),의원,광주,광산구,2011-02-07
연세가나의원,의원,인천,부평구,2010-03-02
연세가온의원,의원,서울,종로구,2006-05-26
연세가온재활의학과의원,의원,경기,파주시,2025-11-28
연세가정의원,의원,서울,영등포구,2001-03-04
연세가정의원,의원,서울,동작구,2005-03-25
연세가정의원,의원,서울,도봉구,2018-01-02
연세가정의원,의원,경기,수원시 팔달구,2006-08-08
연세가정의원,의원,경기,평택시,2006-05-29
연세가정의원,의원,경기,광명시,2008-07-24
연세가정의원,의원,경기,안성시,2003-05-01
연세가정의원,의원,강원,춘천시,2007-01-02
연세가정의원,의원,강원,원주시,2004-03-31
연세가정의원,의원,경북,문경시,2007-12-07
연세가정의원,의원,경북,문경시,2011-06-01
연세가정의학과의원,의원,서울,강서구,2012-02-29
연세가정의학과의원,의원,서울,광진구,2005-06-08
연세가정의학과의원,의원,서울,중랑구,2002-04-26
연세가정의학과의원,의원,서울,동대문구,2013-02-01
연세가정의학과의원,의원,경기,부천시,2022-08-29
연세가정의학과의원,의원,경기,남양주시,2004-01-02
연세가정의학과의원,의원,경기,안양시 동안구,2003-08-15
연세가정의학과의원,의원,강원,속초시,2004-02-23
연세가정의학과의원,의원,충북,진천군,2003-01-20
연세가정의학과의원,의원,충북,청주시 흥덕구,2001-03-13
연세가정의학과의원,의원,충북,단양군,2003-04-22
연세가정의학과의원,의원,충남,천안시 서북구,2012-03-11
연세가정의학과의원,의원,전북,전주시 완산구,2004-06-01
연세가정의학과의원,의원,경북,영주시,2010-06-21
연세가정의학과의원,의원,경기,화성시,2020-09-12
연세가족사랑의원,의원,서울,은평구,2024-09-20
연세가족의원,의원,전북,전주시 덕진구,2021-12-01
연세갤러리치과의원,치과의원,경기,고양시 덕양구,2014-03-28
연세건강약국,약국,경기,용인시 처인구,2024-06-18
연세건강의원,의원,서울,동작구,2024-01-14
연세검암소아과의원,의원,인천,서구,2012-03-16
연세검암의원,의원,인천,서구,2014-06-15
연세경희한의원,한의원,경기,이천시,2014-03-27
연세고든의원,의원,서울,노원구,2020-03-01
연세고른니치과의원,치과의원,경기,부천시,2018-11-26
연세고마운치과의원,치과의원,울산,중구,2019-06-25
연세고소아과의원,의원,서울,은평구,2007-01-30
연세고운몸의원,의원,서울,광진구,2023-07-26
연세고운몸의원,의원,경기,수원시 권선구,2006-07-14
연세고운몸의원,의원,경기,수원시 권선구,2006-12-21
연세고운미소치과의원,치과의원,인천,남동구,2025-03-24
연세고운의원,의원,경기,부천시,2009-08-19
연세고운의원,의원,경기,부천시,2021-12-23
연세고은의원,의원,대전,유성구,2018-04-23
연세골드치과의원,치과의원,부산,부산진구,2016-10-01
연세골드치과의원,치과의원,경기,성남시 분당구,2012-01-02
연세공감마취통증의학과의원,의원,서울,서초구,2025-03-29
연세과천사랑치과의원,치과의원,경기,과천시,2025-12-26
연세구성가정의학과의원,의원,서울,강서구,2004-07-15
연세굿데이치과의원,치과의원,서울,강남구,2015-01-01
연세굿모닝치과의원,치과의원,세종,세종시,2019-06-03
연세권치과의원,치과의원,인천,서구,2025-01-03
연세그레이스의원,의원,서울,관악구,2016-02-26
연세그린약국,약국,경기,김포시,2023-02-10
연세그린치과의원,치과의원,충남,당진시,2011-06-14
연세금성치과의원,치과의원,경기,남양주시,2011-02-25
연세기독의원,의원,강원,횡성군,2010-07-28
연세기쁨의원,의원,서울,강남구,2019-07-18
연세길치과의원,치과의원,경기,용인시 수지구,2010-01-07
연세김&김의원,의원,경기,성남시 분당구,2014-10-07
연세김성곤치과의원,치과의원,서울,중구,2010-07-28
연세김앤정치과의원,치과의원,경기,부천시,2024-01-17
연세김영호의원,의원,경기,고양시 덕양구,2017-06-19
연세김이비인후과의원,의원,충남,서산시,2015-11-01
연세김정근소아과의원,의원,경기,성남시 분당구,2015-02-25
연세김진민의원,의원,서울,마포구,2025-12-31
연세김치과의원,치과의원,서울,은평구,2025-02-28
연세꼬마이치과의원,치과의원,서울,강북구,2012-05-03
연세꼬마이치과의원,치과의원,서울,성동구,2006-12-29
연세꾸러기소아청소년과의원,의원,인천,연수구,2016-08-23
연세꿈나라치과의원,치과의원,서울,노원구,2005-11-11
연세꿈소아청소년과의원,의원,서울,송파구,2016-07-18
연세꿈소아청소년과의원,의원,경기,수원시 영통구,2016-03-01
연세꿈치과의원,치과의원,서울,영등포구,2021-05-20
연세나눔병원,병원,경기,고양시 일산동구,2011-10-01
연세나눔의원,의원,경기,수원시 영통구,2025-02-26
연세나눔재활의학과의원,의원,서울,강남구,2012-09-29
연세나루치과의원,치과의원,서울,광진구,2023-10-01
연세나무치과의원,치과의원,인천,부평구,2025-10-22
연세나오미의원,의원,인천,남동구,2025-12-30
연세나은치과의원,치과의원,충남,천안시 서북구,2025-04-29
연세나을요양병원,요양병원,경기,고양시 일산동구,2024-12-01
연세나인안과의원,의원,서울,강남구,2021-02-25
연세날씬의원,의원,부산,해운대구,2012-04-09
연세남다른치과의원,치과의원,경기,하남시,2020-02-01
연세남부치과의원,치과의원,서울,강서구,2019-09-03
연세남성의원,의원,서울,성동구,2016-10-05
연세남인치과의원,치과의원,서울,중구,2013-04-01
연세내경내과의원,의원,서울,은평구,2005-04-13
연세내과의원,의원,서울,용산구,2001-04-14
연세내과의원,의원,서울,송파구,2025-09-29
연세내과의원,의원,서울,서초구,2004-07-30
연세내과의원,의원,인천,서구,2010-09-17
연세내과의원,의원,경기,용인시 수지구,2010-09-20
연세내과의원,의원,경기,성남시 분당구,2006-10-31
연세내과의원,의원,전북,임실군,2006-06-16
연세내과의원,의원,경북,안동시,2004-09-16
연세내과의원,의원,경남,고성군,2006-02-16
연세내과의원,의원,제주,제주시,2010-08-28
연세내일치과의원,치과의원,경기,고양시 덕양구,2024-07-01
연세네오소아과의원,의원,서울,강서구,2011-03-02
연세노바의원,의원,서울,강남구,2019-02-20
연세노바피부과의원,의원,서울,송파구,2004-12-27
연세노의원,의원,서울,강남구,2006-10-18
연세노의원,의원,서울,강남구,2009-03-31
연세누리치과의원,치과의원,경기,화성시,2022-07-25
연세뉴맨의원,의원,서울,성동구,2010-01-25
연세느낌표치과의원,치과의원,경기,고양시 일산서구,2021-01-02
연세늘푸른의원,의원,충북,제천시,2010-06-24
연세늘푸른의원,의원,충남,천안시 동남구,2014-03-05
연세늘푸른치과의원,치과의원,서울,구로구,2011-12-16
연세다나의원,의원,경기,군포시,2012-05-03
연세다사랑의원,의원,경기,고양시 덕양구,2005-12-31
연세다사랑의원,의원,전북,전주시 완산구,2019-06-25
연세다온정신건강의학과의원,의원,경기,부천시,2020-12-01
연세다온치과의원,치과의원,서울,관악구,2017-07-12
연세닥터주가정의원,의원,서울,강남구,2008-02-14
연세대부속세브란스치과병원,치과병원,서울,중구,2002-03-01
연세대학교의과대학세브란스산업보건의원,의원,인천,서구,2018-03-06
연세대학교의과대학세브란스정신건강병원,병원,경기,광주시,2014-11-30
연세대학약국,약국,경기,용인시 기흥구,2022-02-18
연세대항외과의원,의원,인천,서구,2005-06-08
연세더고운의원,의원,경기,고양시 덕양구,2017-10-31
연세더바른치과의원,치과의원,경기,부천시,2021-11-15
연세더블레스의원,의원,울산,남구,2016-07-29
연세더블유산부인과의원,의원,서울,성동구,2016-11-01
연세더블유산부인과의원,의원,서울,마포구,2023-01-06
연세더블유의원,의원,서울,마포구,2023-01-01
연세더블유치과의원,치과의원,경기,고양시 덕양구,2013-08-22
연세데이비스치과의원,치과의원,경기,남양주시,2008-02-01
연세덴트웰치과의원,치과의원,서울,관악구,2010-05-24
연세덴티프로치과의원,치과의원,서울,노원구,2002-12-31
연세덴티프로치과의원,치과의원,경기,고양시 일산서구,2005-05-30
연세덴티프로치과의원,치과의원,경기,고양시 일산서구,2014-03-03
연세도치과의원,치과의원,경기,광명시,2013-04-15
연세동대문정형외과의원,의원,서울,중구,2024-09-14
연세동소정의원,의원,인천,부평구,2008-12-29
연세동의보감한의원,한의원,경기,용인시 수지구,2023-05-22
연세두루의원,의원,경기,이천시,2003-03-15
연세두루의원,의원,경기,이천시,2013-10-08
연세두루이비인후과의원,의원,경기,용인시 수지구,2018-10-01
연세두리소아청소년과의원,의원,인천,서구,2025-01-01
연세드림내과의원,의원,서울,서대문구,2023-06-01
연세드림내과의원,의원,경기,고양시 덕양구,2023-06-01
연세드림비뇨기과의원,의원,경기,부천시,2009-12-28
연세드림의원,의원,서울,관악구,2005-11-02
연세드림의원,의원,서울,도봉구,2021-07-01
연세드림정신과의원,의원,경기,안산시 단원구,2023-12-22
연세드림치과의원,치과의원,서울,중구,2014-07-01
연세드림치과의원,치과의원,서울,동작구,2021-07-19
연세드림치과의원,치과의원,서울,강서구,2008-01-11
연세드림치과의원,치과의원,서울,송파구,2022-05-28
연세드림치과의원,치과의원,경기,의정부시,2016-05-02
연세드림치과의원,치과의원,경기,안양시 만안구,2010-10-29
연세라로즈의원,의원,경기,구리시,2010-02-25
연세라로즈의원,의원,경기,구리시,2012-03-02
연세라로즈의원,의원,경기,구리시,2013-04-01
연세라미슈의원,의원,서울,강남구,2025-09-01
연세라벨르의원,의원,경기,화성시,2016-11-28
연세라온셀의원,의원,서울,강남구,2016-06-02
연세라온치과의원,치과의원,충북,청주시 흥덕구,2024-01-01
연세라이프의원,의원,경기,고양시 일산동구,2007-07-20
연세라이프의원,의원,대전,유성구,2010-02-26
연세라인의원,의원,경기,군포시,2017-05-01
연세라인의원,의원,경기,군포시,2020-03-02
연세라인의원,의원,경기,군포시,2023-01-30
연세라인치과의원,치과의원,서울,강남구,2015-05-01
연세라임치과의원,치과의원,경기,부천시,2014-04-18
연세라파산부인과의원,의원,경북,안동시,2023-08-23
연세라파엘의원,의원,서울,영등포구,2025-03-19
연세라파치과의원,치과의원,경기,의정부시,2007-08-30
연세란치과의원,치과의원,서울,영등포구,2002-07-23
연세란치과의원,치과의원,경기,구리시,2025-05-10
연세랑산부인과의원,의원,서울,중구,2020-08-01
연세레몬치과의원,치과의원,서울,양천구,2016-04-30
연세레이치과의원,치과의원,경기,용인시 기흥구,2025-06-30
연세로뎀치과의원,치과의원,서울,동작구,2024-07-27
연세로마피부과의원,의원,서울,강서구,2025-05-07
연세로즈의원,의원,서울,금천구,2021-11-02
연세로즈의원,의원,서울,금천구,2019-08-12
연세로즈치과의원,치과의원,서울,강서구,2010-11-23
연세로하스요양병원,요양병원,경기,평택시,2024-02-19
연세루앤비이비인후과의원,의원,서울,강남구,2012-02-22
연세루야치과의원,치과의원,서울,강남구,2011-10-06
연세루야치과의원,치과의원,경기,성남시 분당구,2022-02-07
연세루야치과의원,치과의원,경기,안양시 동안구,2020-10-27
연세루야치과의원,치과의원,경기,안양시 동안구,2005-07-15
연세루야치과의원,치과의원,경기,성남시 분당구,2023-07-07
연세루야치과의원,치과의원,경기,성남시 분당구,2024-09-02
연세루야치과의원,치과의원,경기,성남시 분당구,2025-05-20
연세루트치과의원,치과의원,서울,중구,2011-09-30
연세류치과의원,치과의원,서울,종로구,2008-04-08
연세류치과의원,치과의원,서울,종로구,2012-09-28
연세리더스성형외과의원,의원,울산,남구,2014-05-09
연세리더스의원,의원,서울,서대문구,2022-12-27
연세리더스의원,의원,강원,원주시,2022-04-26
연세리더스치과의원,치과의원,서울,강서구,2012-07-17
연세리더스치과의원,치과의원,서울,용산구,2015-05-29
연세리첸시아의원,의원,서울,용산구,2015-05-23
연세림(林)치과의원,치과의원,서울,서대문구,2015-06-23
연세림치과의원,치과의원,경기,수원시 영통구,2012-05-31
연세마두병원,병원,경기,고양시 일산동구,2024-01-01
연세마디튼튼의원,의원,경기,파주시,2024-11-19
연세마디튼튼의원,의원,경기,파주시,2025-06-25
연세마리앤여성의원,의원,서울,광진구,2016-03-28
연세마스터즈치과의원,치과의원,서울,강남구,2022-08-08
연세마스터즈치과의원,치과의원,인천,계양구,2023-09-28
연세마음병원,병원,경기,구리시,2016-12-01
연세마취통증의학과의원,의원,서울,용산구,2023-01-21
연세마취통증의학과의원,의원,서울,강동구,2009-02-16
연세마취통증의학과의원,의원,서울,마포구,2025-10-31
연세마취통증의학과의원,의원,서울,관악구,2024-02-22
연세마취통증의학과의원,의원,인천,남동구,2012-07-19
연세마취통증의학과의원,의원,경기,성남시 분당구,2005-03-31
연세마취통증의학과의원,의원,경기,안양시 만안구,2005-02-05
연세마취통증의학과의원,의원,경기,부천시,2006-02-02
연세마취통증의학과의원,의원,강원,원주시,2013-03-29
연세마취통증의학과의원,의원,강원,동해시,2023-03-31
연세마취통증의학과의원,의원,충남,부여군,2007-12-31
연세마취통증의학과의원,의원,대전,중구,2009-09-01
연세마취통증의학과의원,의원,경남,밀양시,2006-10-02
연세마취통증의학과의원,의원,경남,거제시,2020-12-15
연세마취통증의학과의원,의원,경기,군포시,2010-01-08
연세마트소아과의원,의원,경기,남양주시,2009-09-10
연세맑은미소치과의원,치과의원,경기,안산시 상록구,2010-03-03
연세맑은이비인후과의원(관악점),의원,서울,관악구,2015-03-31
연세맑은피부과의원,의원,서울,종로구,2016-02-29
연세맑은피부과의원,의원,경기,성남시 분당구,2004-12-16
연세맘소아청소년과의원,의원,서울,은평구,2020-01-31
연세메디슬림의원,의원,경기,부천시,2014-11-08
연세메디에스의원,의원,충남,아산시,2022-05-22
연세메디칼약국,약국,서울,중랑구,2019-03-11
연세메디칼약국,약국,경기,용인시 기흥구,2009-12-04
연세메디칼의원,의원,인천,계양구,2020-12-01
연세메디칼의원,의원,인천,계양구,2018-08-30
연세메디칼의원,의원,충남,천안시 서북구,2024-05-21
연세메디칼의원,의원,경남,창원시 의창구,2012-03-01
연세메디컬 의원,의원,전남,무안군,2025-11-03
연세메디컬의원,의원,서울,구로구,2018-11-01
연세메디컬의원,의원,전남,무안군,2023-12-29
연세메디컬의원,의원,경남,양산시,2021-12-31
연세메디컬의원,의원,경남,양산시,2025-05-17
연세멘토의원,의원,대전,서구,2018-05-23
연세명인요양병원,요양병원,강원,원주시,2022-09-23
연세명치과의원,치과의원,서울,양천구,2024-05-01
연세명품의원,의원,충북,청주시 흥덕구,2013-02-19
연세모네피부과의원,의원,서울,송파구,2010-08-05
연세모드니치과의원,치과의원,경기,광주시,2007-12-27
연세모드니치과의원,치과의원,경기,광주시,2009-01-19
연세모벨르의원,의원,서울,서초구,2012-03-23
연세모벨르의원,의원,부산,부산진구,2014-08-01
연세모벨르의원,의원,부산,부산진구,2021-06-29
연세모벨르의원,의원,제주,제주시,2016-04-18
연세모벨르의원,의원,인천,남동구,2024-01-01
연세모벨르피부과의원,의원,서울,강남구,2015-04-01
연세모벨르피부과의원,의원,서울,강남구,2016-05-12
연세모아병원,병원,경기,수원시 영통구,2017-04-18
연세모아요양병원,요양병원,경기,수원시 영통구,2022-05-01
연세목감의원,의원,경기,시흥시,2008-03-05
연세목구의원,의원,충남,서산시,2016-12-21
연세목구의원,의원,경북,안동시,2022-12-26
연세목치과의원,치과의원,경남,창원시 진해구,2017-01-25
연세무지개치과의원,치과의원,서울,구로구,2020-09-29
연세무지개치과의원,치과의원,경기,안양시 동안구,2013-02-01
연세문촌치과의원,치과의원,경기,고양시 일산서구,2011-10-27
연세문치과의원,치과의원,경기,안산시 상록구,2020-11-03
연세미&진치과의원,치과의원,서울,중랑구,2024-07-01
연세미(美)의원,의원,경북,경주시,2024-11-01
연세미(美)의원,의원,경북,경주시,2025-08-01
연세미니성형외과의원,의원,세종,세종시,2022-03-01
연세미라인의원,의원,부산,해운대구,2016-09-28
연세미래안과의원,의원,서울,광진구,2002-09-11
연세미래연합소아청소년과의원,의원,서울,은평구,2019-08-19
연세미래의원,의원,광주,남구,2021-05-31
연세미래치과,치과의원,서울,관악구,2003-05-03
연세미래치과의원,치과의원,경기,남양주시,2006-05-16
연세미사랑병원,병원,인천,부평구,2007-09-05
연세미사랑의원,의원,대구,동구,2025-10-29
연세미성치과의원,치과의원,경기,안양시 만안구,2015-01-30
연세미성치과의원,치과의원,경기,안양시 만안구,2017-01-02
연세미성치과의원,치과의원,경기,안양시 만안구,2017-12-22
연세미성형외과의원,의원,대전,대덕구,2004-02-25
연세미소그린치과의원,치과의원,서울,동작구,2016-03-01
연세미소안치과의원,치과의원,서울,성북구,2023-06-03
연세미소안치과의원,치과의원,경기,성남시 분당구,2025-06-04
연세미소치과의원,치과의원,서울,서초구,2018-07-05
연세미소치과의원,치과의원,서울,은평구,2007-06-20
연세미소치과의원,치과의원,서울,송파구,2011-03-07
연세미소치과의원,치과의원,서울,구로구,2010-03-24
연세미소치과의원,치과의원,서울,서대문구,2024-06-17
연세미소치과의원,치과의원,서울,구로구,2012-02-16
연세미소치과의원,치과의원,서울,동작구,2020-08-25
연세미소치과의원,치과의원,경기,성남시 수정구,2015-12-30
연세미소치과의원,치과의원,충북,충주시,2018-05-31
연세미소치과의원,치과의원,경남,거제시,2012-08-31
연세미앤수의원,의원,경기,남양주시,2022-08-29
연세미엘치과의원,치과의원,서울,영등포구,2018-04-16
연세미여성의원,의원,부산,해운대구,2011-01-01
연세미여성의원,의원,경기,고양시 일산동구,2014-05-26
연세미즈산부인과의원,의원,경기,남양주시,2013-03-27
연세미즈산부인과의원,의원,충북,제천시,2008-04-03
연세미치과교정과치과의원,치과의원,광주,서구,2024-06-09
연세미치과의원,치과의원,서울,강동구,2021-10-26
연세미치과의원,치과의원,서울,종로구,2015-10-12
연세미치과의원,치과의원,서울,서초구,2005-06-30
연세미치과의원,치과의원,서울,관악구,2005-09-01
연세미치과의원,치과의원,서울,중구,2002-12-20
연세미치과의원,치과의원,서울,영등포구,2005-03-03
연세미치과의원,치과의원,서울,종로구,2009-04-24
연세미치과의원,치과의원,서울,중구,2015-09-25
연세미치과의원,치과의원,경기,수원시 영통구,2008-10-29
연세미치과의원,치과의원,인천,부평구,2007-04-30
연세미치과의원,치과의원,경기,양주시,2024-04-25
연세미치과의원,치과의원,인천,남동구,2018-12-03
연세미치과의원,치과의원,경기,김포시,2012-01-02
연세미치과의원,치과의원,인천,남동구,2018-04-03
연세미치과의원,치과의원,충북,청주시 상당구,2009-05-28
연세미치과의원,치과의원,충북,청주시 청원구,2019-07-03
연세미치과의원,치과의원,대전,동구,2004-09-01
연세미치과의원,치과의원,충남,홍성군,2012-05-14
연세미치과의원,치과의원,경북,경주시,2016-12-28
연세미플러스치과의원,치과의원,서울,마포구,2012-02-01
연세민치과의원,치과의원,서울,성북구,2003-03-03
연세민항맥외과의원,의원,경기,고양시 일산서구,2006-03-03
연세믿음치과의원,치과의원,경기,김포시,2013-10-24
연세믿음치과의원,치과의원,경기,김포시,2014-06-02
연세바로이비인후과의원,의원,서울,서초구,2020-04-29
연세바른마음치과의원,치과의원,서울,강남구,2022-12-30
연세바른병원,병원,서울,동작구,2020-05-01
연세바른병원,병원,서울,동작구,2023-01-01
연세바른의원,의원,서울,관악구,2023-02-05
연세바른의원,의원,경기,시흥시,2025-01-18
연세바른의원,의원,경기,시흥시,2024-01-09
연세바른의원,의원,경기,시흥시,2024-09-01
연세바른이치과의원,치과의원,서울,서초구,2015-09-14
연세바른이치과의원,치과의원,경기,성남시 분당구,2001-03-20
연세바른재활의학과의원,의원,서울,마포구,2022-09-27
연세바른정형외과의원,의원,경기,용인시 수지구,2018-08-29
연세바른치과의원,치과의원,서울,은평구,2025-03-01
연세바른치과의원,치과의원,서울,마포구,2025-06-10
연세바른치과의원,치과의원,서울,노원구,2019-09-09
연세바른치과의원,치과의원,경기,김포시,2019-01-01
연세바른치과의원,치과의원,대전,동구,2021-01-28
연세바비메디의원,의원,서울,송파구,2022-01-20
연세박상학소아과의원,의원,서울,양천구,2008-12-23
연세박소아과의원,의원,경기,수원시 팔달구,2001-09-13
연세박재규치과의원,치과의원,경북,의성군,2020-04-27
연세박치과의원,치과의원,서울,용산구,2015-12-15
연세박치과의원,치과의원,인천,계양구,2005-02-28
연세박치과의원,치과의원,인천,계양구,2003-08-28
연세박치과의원,치과의원,전북,군산시,2016-12-31
연세밝은내일의원,의원,경기,고양시 덕양구,2006-04-11
연세밝은미소치과의원,치과의원,서울,은평구,2014-01-02
연세밝은미소치과의원,치과의원,서울,용산구,2012-01-01
연세밝은아이치과의원,치과의원,서울,광진구,2011-06-30
연세밝은아이치과의원,치과의원,서울,광진구,2007-01-02
연세밝은아이치과의원,치과의원,서울,광진구,2008-04-07
연세밝은아이치과의원,치과의원,경기,광명시,2006-10-30
연세밝은안과의원,의원,서울,노원구,2003-12-24
연세밝은약국,약국,경기,부천시,2020-06-24
연세밝은피부과의원,의원,서울,송파구,2021-12-08
연세방사선과의원,의원,서울,강남구,2002-11-01
연세방사선과의원,의원,서울,강남구,2005-02-25
연세방사선과의원,의원,경기,성남시 수정구,2013-02-27
연세방사선과의원,의원,강원,원주시,2008-08-01
연세방요양병원,요양병원,서울,노원구,2008-02-01
연세배의원,의원,대구,서구,2013-09-05
연세백병원,병원,경기,포천시,2010-03-26
연세백비뇨기과의원,의원,경기,고양시 일산서구,2019-03-01
연세백치과의원,치과의원,서울,강남구,2010-09-28
연세밸런스의원,의원,서울,양천구,2022-01-05
연세베라의원,의원,서울,강남구,2021-01-01
연세베스트의원,의원,서울,금천구,2013-01-24
연세베스트의원,의원,서울,금천구,2013-07-09
